task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,ast_branch_coverage,ast_line_coverage,ast_total_branches,ast_total_lines,test_diversity_asserts,test_code_bloat_ratio,logic_density,fc_per_1k_total_tokens,coverage_per_1k_tokens
HumanEval/149,hybrid,gemma-27b:few_shot,22,11,0,33,0.667,91.0,0.0,1.0,2.03,57.18,4.67,0.284,1974,0,1974,1.0,0.2,0,4,34,8.5,0.25,0.3379,0.5066
HumanEval/149,adversarial,gemma-27b:few_shot,8,0,0,8,1.0,78.0,0.0,0.0,2.78,78.32,2.0,0.477,1280,464,1744,1.0,0.2222,0,17,14,0.82,0.0,0.5734,0.5734
HumanEval/149,self_healing,gemma-27b:few_shot,0,0,0,0,0.0,21.0,0.0,1.0,3.0,54.68,0.86,0.819,0,0,0,1.0,0.0556,0,17,0,0.0,0.0,0.0,0.0
HumanEval/149,coa,gemma-27b:few_shot,12,2,0,14,0.857,77.0,0.0,1.0,2.12,71.63,3.67,0.341,861,299,1160,1.0,0.2222,0,17,15,1.06,0.0,0.7388,0.8621
HumanEval/149,hybrid,gemma-27b:scot,8,1,0,9,0.889,76.0,0.0,1.0,2.1,81.84,1.76,0.572,619,0,619,1.0,0.2222,0,17,9,0.53,0.0,1.4362,1.6155
HumanEval/149,actor_critic,gemma-27b:few_shot,7,2,0,9,0.778,76.0,0.0,1.0,2.2,80.99,1.76,0.408,695,0,695,1.0,0.2353,0,16,10,0.62,0.0,1.1194,1.4388
HumanEval/149,swarm,gemma-27b:scot,1,0,0,1,1.0,60.0,0.0,0.0,4.0,81.27,1.14,0.712,2023,139,2162,1.0,0.2222,0,17,4,0.24,0.0,0.4625,0.4625
HumanEval/149,actor_critic,gemma-27b:scot,8,2,0,10,0.8,78.0,0.0,1.0,2.45,77.87,1.9,0.393,860,139,999,1.0,0.2353,0,16,10,0.75,0.0,0.8008,1.001
HumanEval/149,consensus,gemma-27b:few_shot,11,3,0,14,0.786,81.0,0.0,1.0,2.07,75.84,2.24,0.47,2297,0,2297,1.0,0.2222,0,17,14,0.82,0.0,0.3422,0.4354
HumanEval/150,competitive,gemma-27b:zero_shot,0,0,0,0,0.0,40.0,0.0,1.0,0.0,100.0,0.1,0.13,0,0,0,1.0,0.1111,0,8,0,0.0,0.0,0.0,0.0
HumanEval/150,baseline,gemma-27b:zero_shot,4,0,0,4,1.0,78.0,0.0,0.25,7.29,58.6,5.6,0.275,426,0,426,0.1667,0.1429,6,6,30,5.0,0.5,2.3474,0.3913
HumanEval/150,competitive,gemma-27b:cot,0,0,0,0,0.0,40.0,0.0,1.0,0.0,100.0,0.1,0.13,0,0,0,1.0,0.1111,0,8,0,0.0,0.0,0.0,0.0
HumanEval/150,soa,gemma-27b:zero_shot,3,0,0,3,1.0,66.0,0.0,0.5,10.75,37.12,4.9,0.102,148,0,148,1.0,0.0769,0,12,32,2.67,0.58,6.7568,6.7568
HumanEval/150,coa,gemma-27b:zero_shot,4,2,0,6,0.667,67.0,0.0,1.0,3.91,56.11,7.4,0.205,746,0,746,1.0,0.3077,2,12,21,2.25,0.08,0.8941,1.3405
HumanEval/150,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,64.0,0.0,0.25,3.0,80.06,3.7,0.098,146,0,146,1.0,0.4667,6,14,4,0.29,0.21,6.8493,6.8493
HumanEval/150,swarm,gemma-27b:zero_shot,3,0,0,3,1.0,73.0,0.0,0.25,3.2,75.26,3.1,0.425,3713,0,3713,1.0,0.3077,2,12,3,0.25,0.08,0.2693,0.2693
HumanEval/150,baseline,gemma-27b:cot,5,0,0,5,1.0,79.0,0.0,0.25,6.75,58.29,6.0,0.257,208,0,208,0.1667,0.1429,6,6,33,5.5,0.5,4.8077,0.8014
HumanEval/150,competitive,gemma-27b:scot,0,0,0,0,0.0,40.0,0.0,1.0,0.0,100.0,0.1,0.13,0,0,0,1.0,0.1111,0,8,0,0.0,0.0,0.0,0.0
HumanEval/150,soa,gemma-27b:cot,3,0,0,3,1.0,61.0,0.0,0.5,9.0,39.58,4.2,0.115,148,0,148,1.0,0.0769,0,12,25,2.08,0.58,6.7568,6.7568
HumanEval/150,coa,gemma-27b:cot,4,2,0,6,0.667,46.0,0.0,1.0,3.77,56.02,9.2,0.195,593,0,593,0.1667,0.1429,6,6,19,4.17,0.5,1.1248,0.2811
HumanEval/150,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,51.0,0.0,0.25,3.17,75.31,4.4,0.334,338,0,338,1.0,0.4667,6,14,4,0.29,0.21,2.9586,2.9586
HumanEval/150,baseline,gemma-27b:scot,6,0,0,6,1.0,93.0,0.0,0.25,2.88,71.36,3.7,0.335,3143,0,3143,1.0,0.3077,2,12,11,0.92,0.08,0.3182,0.3182
HumanEval/150,hybrid,gemma-27b:zero_shot,5,0,0,5,1.0,83.0,0.0,0.25,9.0,54.02,7.5,0.196,2357,0,2357,0.1667,0.1429,6,6,48,8.0,0.5,0.4243,0.0707
HumanEval/150,competitive,gemma-27b:few_shot,0,0,0,0,0.0,40.0,0.0,1.0,0.0,100.0,0.1,0.13,0,0,0,1.0,0.1111,0,8,0,0.0,0.0,0.0,0.0
HumanEval/150,soa,gemma-27b:scot,3,0,0,3,1.0,66.0,0.0,0.5,11.0,36.07,5.0,0.098,148,0,148,1.0,0.0769,0,12,33,2.75,0.58,6.7568,6.7568
HumanEval/150,baseline,gemma-27b:few_shot,5,0,0,5,1.0,100.0,0.0,0.5,4.6,50.19,2.4,0.13,2619,0,2619,1.0,0.1111,0,8,18,2.25,0.0,0.3818,0.3818
HumanEval/150,actor_critic,gemma-27b:zero_shot,8,0,0,8,1.0,95.0,0.0,0.25,5.62,60.74,6.1,0.202,1311,0,1311,0.1667,0.0588,6,16,34,2.19,0.19,0.7628,0.1272
HumanEval/150,coa,gemma-27b:scot,4,2,0,6,0.667,64.0,0.0,1.0,3.83,54.63,7.7,0.204,152,0,152,1.0,0.3077,2,12,23,2.42,0.08,4.3882,6.5789
HumanEval/150,consensus,gemma-27b:zero_shot,3,0,0,3,1.0,70.0,0.0,0.5,13.25,32.65,5.9,0.069,2166,0,2166,1.0,0.0769,0,12,42,3.5,0.58,0.4617,0.4617
HumanEval/150,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,64.0,0.0,0.25,3.0,80.06,3.7,0.098,452,0,452,1.0,0.4667,6,14,4,0.29,0.21,2.2124,2.2124
HumanEval/150,adversarial,gemma-27b:zero_shot,6,0,0,6,1.0,77.0,0.0,0.25,5.22,60.36,5.5,0.278,452,0,452,0.1667,0.1429,6,6,27,4.5,0.5,2.2124,0.3688
HumanEval/150,hybrid,gemma-27b:cot,9,0,0,9,1.0,94.0,0.0,0.25,4.82,48.16,7.6,0.029,4985,0,4985,1.0,0.4444,2,8,34,5.38,0.12,0.2006,0.2006
HumanEval/150,swarm,gemma-27b:cot,26,0,0,26,1.0,88.0,0.0,0.25,3.2,73.54,5.8,0.255,2300,0,2300,1.0,0.2308,2,12,3,0.33,0.08,0.4348,0.4348
HumanEval/150,swarm,gemma-27b:few_shot,1,0,0,1,1.0,100.0,0.0,0.25,2.0,84.58,0.3,0.193,539,603,1142,1.0,0.1111,0,8,1,0.12,0.0,0.8757,0.8757
HumanEval/150,soa,gemma-27b:few_shot,3,0,0,3,1.0,65.0,0.0,0.5,10.25,37.83,4.7,0.103,148,0,148,1.0,0.0769,0,12,30,2.5,0.58,6.7568,6.7568
HumanEval/150,swarm,gemma-27b:scot,5,0,0,5,1.0,90.0,0.0,0.25,2.33,82.1,2.5,0.464,811,0,811,1.0,0.4667,6,14,5,0.36,0.21,1.233,1.233
HumanEval/150,consensus,gemma-27b:cot,3,0,0,3,1.0,65.0,0.0,0.5,10.5,36.77,4.8,0.103,5887,822,6709,1.0,0.0769,0,12,31,2.58,0.58,0.1491,0.1491
HumanEval/150,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,9.0,0.0,1.0,2.0,82.69,2.4,0.542,201,223,424,0.0,0.0,16,12,0,0.0,0.58,0.0,0.0
HumanEval/150,actor_critic,gemma-27b:scot,9,0,0,9,1.0,93.0,0.0,0.25,3.0,71.43,4.4,0.309,1144,2,1146,1.0,0.3684,6,18,17,0.94,0.17,0.8726,0.8726
HumanEval/150,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,46.0,0.0,0.25,3.0,76.08,4.3,0.34,343,9,352,0.1667,0.1429,6,6,3,0.5,0.5,2.8409,0.4736
HumanEval/150,adversarial,gemma-27b:scot,10,0,0,10,1.0,72.0,0.0,0.25,2.42,67.42,4.2,0.348,306,0,306,0.1667,0.1429,6,6,11,1.83,0.5,3.268,0.5448
HumanEval/150,self_healing,gemma-27b:cot,0,0,0,0,0.0,17.0,0.0,1.0,4.0,95.14,1.3,0.679,0,0,0,0.1667,0.0667,6,14,0,0.0,0.21,0.0,0.0
HumanEval/150,coa,gemma-27b:few_shot,4,2,0,6,0.667,64.0,0.0,1.0,3.75,55.35,7.6,0.207,545,833,1378,1.0,0.3077,2,12,22,2.33,0.08,0.484,0.7257
HumanEval/150,adversarial,gemma-27b:few_shot,3,0,0,3,1.0,93.0,0.0,0.25,6.75,71.6,3.7,0.389,898,957,1855,1.0,0.4667,6,14,20,1.43,0.21,0.5391,0.5391
HumanEval/150,self_healing,gemma-27b:scot,0,0,0,0,0.0,9.0,0.0,1.0,2.0,82.69,2.4,0.542,1550,7,1557,0.0,0.0,16,12,0,0.0,0.58,0.0,0.0
HumanEval/150,hybrid,gemma-27b:few_shot,9,0,0,9,1.0,82.0,0.0,0.25,4.08,53.26,7.1,0.235,2715,674,3389,0.6667,0.8,6,4,33,8.25,0.25,0.2951,0.1967
HumanEval/150,hybrid,gemma-27b:scot,8,0,0,8,1.0,91.0,0.0,0.25,2.22,76.92,3.0,0.433,16683,1566,18249,1.0,0.4667,6,14,8,0.57,0.21,0.0548,0.0548
HumanEval/150,consensus,gemma-27b:scot,3,0,0,3,1.0,70.0,0.0,0.5,13.25,32.71,5.9,0.07,3140,9229,12369,1.0,0.0769,0,12,42,3.5,0.58,0.0808,0.0808
HumanEval/150,consensus,gemma-27b:few_shot,3,0,0,3,1.0,66.0,0.0,0.5,11.0,35.93,5.0,0.079,12372,829,13201,1.0,0.0769,0,12,33,2.75,0.58,0.0758,0.0758
HumanEval/150,self_healing,gemma-27b:few_shot,0,0,0,0,0.0,17.0,0.0,1.0,4.0,95.14,1.3,0.679,12732,1343,14075,0.1667,0.0667,6,14,0,0.0,0.21,0.0,0.0118
HumanEval/150,actor_critic,gemma-27b:few_shot,1,0,0,1,1.0,93.0,0.0,0.25,14.5,68.44,4.4,0.214,2850,45,2895,1.0,0.4118,6,16,24,1.81,0.19,0.3454,0.3454
HumanEval/150,actor_critic,gemma-27b:cot,19,0,0,19,1.0,90.0,0.0,0.25,4.17,69.37,6.6,0.186,1043,0,1043,0.5,0.0769,2,12,11,1.25,0.08,0.9588,0.4794
HumanEval/151,competitive,gemma-27b:zero_shot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.07,0.061,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/151,baseline,gemma-27b:zero_shot,16,1,0,17,0.941,85.0,0.0,1.0,2.22,64.99,3.47,0.365,1993,0,1993,0.8889,0.381,9,20,17,0.85,0.2,0.4722,0.446
HumanEval/151,soa,gemma-27b:zero_shot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.37,3.2,0.373,202,0,202,0.8889,0.4,9,19,15,0.79,0.21,4.9505,4.4005
HumanEval/151,competitive,gemma-27b:cot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.07,0.061,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/151,swarm,gemma-27b:zero_shot,2,0,0,2,1.0,94.0,0.0,0.5,2.0,76.34,0.33,0.205,2264,0,2264,1.0,0.0833,0,11,2,0.18,0.0,0.4417,0.4417
HumanEval/151,coa,gemma-27b:zero_shot,8,3,0,11,0.727,82.0,0.0,1.0,2.08,71.86,3.47,0.365,205,0,205,1.0,0.55,9,19,9,0.79,0.21,3.5463,4.878
HumanEval/151,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,70.0,0.0,0.167,2.75,86.81,1.6,0.684,200,0,200,0.8571,0.3529,7,16,3,0.19,0.19,5.0,4.2855
HumanEval/151,baseline,gemma-27b:cot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.73,3.2,0.376,262,0,262,0.8889,0.4,9,19,15,0.79,0.21,3.8168,3.3927
HumanEval/151,coa,gemma-27b:cot,8,3,0,11,0.727,82.0,0.0,1.0,2.08,71.86,3.47,0.365,405,0,405,1.0,0.55,9,19,9,0.79,0.21,1.7951,2.4691
HumanEval/151,soa,gemma-27b:cot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.37,3.2,0.373,607,0,607,0.8889,0.4,9,19,15,0.79,0.21,1.6474,1.4644
HumanEval/151,competitive,gemma-27b:scot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.07,0.061,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/151,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,70.0,0.0,0.167,2.75,86.81,1.6,0.684,393,0,393,0.8571,0.3529,7,16,3,0.19,0.19,2.5445,2.1809
HumanEval/151,actor_critic,gemma-27b:zero_shot,18,1,0,19,0.947,86.0,0.0,1.0,2.3,61.86,3.87,0.324,3151,0,3151,0.8889,0.4,9,19,19,1.11,0.21,0.3005,0.2821
HumanEval/151,hybrid,gemma-27b:zero_shot,23,2,0,25,0.92,87.0,0.0,1.0,2.15,57.14,4.67,0.27,1805,0,1805,0.8889,0.4,9,19,26,1.37,0.21,0.5097,0.4925
HumanEval/151,baseline,gemma-27b:scot,10,0,0,10,1.0,79.0,0.0,0.167,2.27,75.97,2.4,0.505,283,0,283,0.8571,0.3529,7,16,10,0.62,0.19,3.5336,3.0286
HumanEval/151,hybrid,gemma-27b:cot,19,5,0,24,0.792,100.0,0.0,1.0,2.0,40.54,3.27,0.068,1627,0,1627,1.0,0.0833,0,11,24,2.18,0.0,0.4868,0.6146
HumanEval/151,consensus,gemma-27b:zero_shot,14,1,0,15,0.933,84.0,0.0,1.0,2.25,68.0,3.2,0.381,2249,0,2249,0.8889,0.4,9,19,15,0.79,0.21,0.4149,0.3952
HumanEval/151,soa,gemma-27b:scot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.37,3.2,0.373,3414,0,3414,0.8889,0.4,9,19,15,0.79,0.21,0.2929,0.2604
HumanEval/151,coa,gemma-27b:scot,7,3,0,10,0.7,83.0,0.0,1.0,2.09,73.27,3.2,0.383,3212,0,3212,1.0,0.55,9,19,7,0.68,0.21,0.2179,0.3113
HumanEval/151,actor_critic,gemma-27b:cot,11,3,0,14,0.786,100.0,0.0,1.0,1.93,47.2,2.0,0.009,5512,0,5512,1.0,0.0833,0,11,13,1.36,0.0,0.1426,0.1814
HumanEval/151,swarm,gemma-27b:cot,14,6,0,20,0.7,100.0,0.0,1.0,2.0,40.73,2.73,0.045,4720,0,4720,1.0,0.0833,0,11,20,1.82,0.0,0.1483,0.2119
HumanEval/151,competitive,gemma-27b:few_shot,0,0,0,0,0.0,18.0,0.0,1.0,0.0,100.0,0.07,0.061,0,0,0,1.0,0.0833,0,11,0,0.0,0.0,0.0,0.0
HumanEval/151,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,70.0,0.0,0.167,2.75,86.81,1.6,0.684,3492,0,3492,0.8571,0.3529,7,16,3,0.19,0.19,0.2864,0.2454
HumanEval/151,baseline,gemma-27b:few_shot,8,2,0,10,0.8,100.0,0.0,1.0,2.0,51.95,1.4,0.176,597,0,597,1.0,0.0833,0,11,10,0.91,0.0,1.34,1.675
HumanEval/151,adversarial,gemma-27b:zero_shot,14,0,0,14,1.0,83.0,0.0,0.167,2.27,68.44,3.07,0.395,3692,0,3692,0.8889,0.4,9,19,14,0.74,0.21,0.2709,0.2408
HumanEval/151,consensus,gemma-27b:cot,14,1,0,15,0.933,84.0,0.0,1.0,2.25,68.0,3.2,0.381,2915,0,2915,0.8889,0.4,9,19,15,0.79,0.21,0.3201,0.3049
HumanEval/151,swarm,gemma-27b:scot,8,0,0,8,1.0,76.0,0.0,0.167,2.33,78.46,2.13,0.524,1444,0,1444,0.8571,0.3529,7,16,8,0.5,0.19,0.6925,0.5936
HumanEval/151,swarm,gemma-27b:few_shot,1,0,0,1,1.0,86.0,0.0,0.333,2.0,84.58,0.2,0.232,3558,0,3558,1.0,0.0833,0,11,1,0.09,0.0,0.2811,0.2811
HumanEval/151,soa,gemma-27b:few_shot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.37,3.2,0.373,3760,0,3760,0.8889,0.4,9,19,15,0.79,0.21,0.266,0.2364
HumanEval/151,coa,gemma-27b:few_shot,7,3,0,10,0.7,83.0,0.0,1.0,2.09,73.27,3.2,0.383,3965,0,3965,1.0,0.55,9,19,7,0.68,0.21,0.1765,0.2522
HumanEval/151,hybrid,gemma-27b:scot,9,0,0,9,1.0,81.0,0.0,0.167,2.7,72.22,2.6,0.425,2126,304,2430,0.8889,0.381,9,20,12,0.6,0.2,0.4115,0.3658
HumanEval/151,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,70.0,0.0,0.167,2.75,86.81,1.6,0.684,2689,379,3068,0.8571,0.3529,7,16,3,0.19,0.19,0.3259,0.2794
HumanEval/151,consensus,gemma-27b:scot,14,1,0,15,0.933,84.0,0.0,1.0,2.25,68.0,3.2,0.381,4938,379,5317,0.8889,0.4,9,19,15,0.79,0.21,0.1755,0.1672
HumanEval/151,actor_critic,gemma-27b:scot,3,10,0,13,0.231,77.0,0.0,1.0,2.29,71.69,2.8,0.41,1732,9,1741,0.625,0.2941,8,16,13,0.81,0.19,0.1327,0.359
HumanEval/151,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,12.0,0.0,1.0,6.0,88.52,1.13,0.791,1139,734,1873,0.1111,0.05,9,19,0,0.0,0.21,0.0,0.0593
HumanEval/151,self_healing,gemma-27b:scot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,67.04,3.2,0.387,287,63,350,0.8889,0.4,9,19,15,0.79,0.21,2.8571,2.5397
HumanEval/151,hybrid,gemma-27b:few_shot,26,0,0,26,1.0,89.0,0.0,0.167,2.2,54.08,5.67,0.234,3208,371,3579,0.4444,0.8,9,4,28,7.5,0.25,0.2794,0.1242
HumanEval/151,actor_critic,gemma-27b:few_shot,12,2,0,14,0.857,84.0,0.0,1.0,2.27,72.68,4.13,0.273,3232,792,4024,0.875,0.3333,8,20,14,1.45,0.2,0.213,0.2174
HumanEval/151,consensus,gemma-27b:few_shot,14,1,0,15,0.933,84.0,0.0,1.0,2.25,68.0,3.2,0.381,2539,68,2607,0.8889,0.4,9,19,15,0.79,0.21,0.3579,0.341
HumanEval/151,adversarial,gemma-27b:scot,10,1,0,11,0.909,80.0,0.0,1.0,2.25,74.65,2.53,0.473,0,0,0,0.8571,0.3529,7,16,11,0.69,0.19,0.0,0.0
HumanEval/151,self_healing,gemma-27b:cot,0,0,0,0,0.0,12.0,0.0,1.0,6.0,88.52,1.13,0.791,0,0,0,0.1111,0.05,9,19,0,0.0,0.21,0.0,0.0
HumanEval/151,adversarial,gemma-27b:few_shot,11,0,0,11,1.0,81.0,0.0,0.167,2.33,72.44,2.67,0.439,0,0,0,0.8889,0.4,9,19,11,0.58,0.21,0.0,0.0
HumanEval/151,self_healing,gemma-27b:few_shot,0,0,0,0,0.0,12.0,0.0,1.0,6.0,88.52,1.13,0.791,565,0,565,0.1111,0.05,9,19,0,0.0,0.21,0.0,0.1966
HumanEval/152,competitive,gemma-27b:zero_shot,0,0,0,0,0.0,67.0,0.0,1.0,0.0,100.0,0.08,0.07,0,0,0,1.0,0.0667,0,14,0,0.0,0.0,0.0,0.0
HumanEval/152,competitive,gemma-27b:cot,0,0,0,0,0.0,67.0,0.0,1.0,0.0,100.0,0.08,0.07,0,0,0,1.0,0.0667,0,14,0,0.0,0.0,0.0,0.0
HumanEval/152,baseline,gemma-27b:zero_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,291,0,291,1.0,0.4545,4,21,9,0.52,0.1,3.0928,3.4364
HumanEval/152,competitive,gemma-27b:scot,0,0,0,0,0.0,67.0,0.0,1.0,0.0,100.0,0.08,0.07,0,0,0,1.0,0.0667,0,14,0,0.0,0.0,0.0,0.0
HumanEval/152,baseline,gemma-27b:cot,11,0,0,11,1.0,97.0,0.0,0.0,2.0,77.58,3.0,0.589,4102,0,4102,1.0,0.2632,2,18,11,0.61,0.06,0.2438,0.2438
HumanEval/152,atomic_swarm,gemma-27b:zero_shot,3,0,0,3,1.0,95.0,0.0,0.0,2.0,89.47,1.92,0.799,750,0,750,1.0,0.2632,2,18,3,0.17,0.06,1.3333,1.3333
HumanEval/152,soa,gemma-27b:zero_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,289,0,289,1.0,0.4545,4,21,9,0.52,0.1,3.1142,3.4602
HumanEval/152,coa,gemma-27b:zero_shot,9,0,0,9,1.0,69.0,0.0,0.0,1.83,75.06,6.15,0.345,1127,0,1127,1.0,0.3158,2,18,6,0.67,0.06,0.8873,0.8873
HumanEval/152,soa,gemma-27b:cot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,3343,0,3343,1.0,0.4545,4,21,9,0.52,0.1,0.2692,0.2991
HumanEval/152,baseline,gemma-27b:scot,7,0,0,7,1.0,97.0,0.0,0.0,2.0,82.12,2.62,0.659,3470,0,3470,1.0,0.3333,4,20,6,0.4,0.1,0.2882,0.2882
HumanEval/152,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,65.0,0.0,0.0,2.2,81.14,3.46,0.541,2861,0,2861,1.0,0.2632,2,18,3,0.17,0.06,0.3495,0.3495
HumanEval/152,swarm,gemma-27b:zero_shot,1,0,0,1,1.0,92.0,0.0,0.0,2.0,88.22,1.46,0.877,1049,0,1049,1.0,0.2632,2,18,1,0.06,0.06,0.9533,0.9533
HumanEval/152,soa,gemma-27b:scot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,289,0,289,1.0,0.4545,4,21,9,0.52,0.1,3.1142,3.4602
HumanEval/152,swarm,gemma-27b:cot,3,0,0,3,1.0,94.0,0.0,0.0,2.0,89.4,1.77,0.811,4786,0,4786,1.0,0.2632,2,18,3,0.17,0.06,0.2089,0.2089
HumanEval/152,coa,gemma-27b:cot,13,0,0,13,1.0,73.0,0.0,0.0,1.88,71.81,6.77,0.318,3060,0,3060,1.0,0.2632,2,18,10,0.89,0.06,0.3268,0.3268
HumanEval/152,baseline,gemma-27b:few_shot,9,0,0,9,1.0,100.0,0.0,0.0,2.0,54.62,1.46,0.013,3821,0,3821,1.0,0.0667,0,14,9,0.64,0.0,0.2617,0.2617
HumanEval/152,competitive,gemma-27b:few_shot,0,0,0,0,0.0,67.0,0.0,1.0,0.0,100.0,0.08,0.07,0,0,0,1.0,0.0667,0,14,0,0.0,0.0,0.0,0.0
HumanEval/152,coa,gemma-27b:scot,9,0,0,9,1.0,69.0,0.0,0.0,1.83,75.06,6.15,0.344,6477,0,6477,1.0,0.3158,2,18,6,0.67,0.06,0.1544,0.1544
HumanEval/152,atomic_swarm,gemma-27b:scot,3,0,0,3,1.0,65.0,0.0,0.0,2.2,81.49,3.46,0.543,2395,0,2395,1.0,0.2632,2,18,3,0.17,0.06,0.4175,0.4175
HumanEval/152,hybrid,gemma-27b:cot,8,2,0,10,0.8,85.0,0.0,1.0,2.7,44.26,2.92,0.041,6182,0,6182,1.0,0.0667,0,14,17,1.93,0.0,0.1294,0.1618
HumanEval/152,hybrid,gemma-27b:zero_shot,23,1,0,24,0.958,99.0,0.0,1.0,2.08,56.52,5.62,0.369,3019,0,3019,0.25,0.0455,4,21,23,1.33,0.1,0.3173,0.0828
HumanEval/152,adversarial,gemma-27b:zero_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.587,6160,0,6160,1.0,0.4545,4,21,9,0.52,0.1,0.1461,0.1623
HumanEval/152,consensus,gemma-27b:zero_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,2264,0,2264,1.0,0.4545,4,21,9,0.52,0.1,0.3975,0.4417
HumanEval/152,actor_critic,gemma-27b:zero_shot,15,0,0,15,1.0,98.0,0.0,0.0,2.25,66.73,4.38,0.46,1434,0,1434,1.0,0.375,6,23,16,0.87,0.13,0.6974,0.6974
HumanEval/152,soa,gemma-27b:few_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,5010,0,5010,1.0,0.4545,4,21,9,0.52,0.1,0.1796,0.1996
HumanEval/152,consensus,gemma-27b:cot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,2582,408,2990,1.0,0.4545,4,21,9,0.52,0.1,0.301,0.3344
HumanEval/152,hybrid,gemma-27b:scot,6,1,0,7,0.857,96.0,0.0,1.0,2.0,83.77,2.54,0.637,673,0,673,1.0,0.2632,2,18,7,0.5,0.06,1.2734,1.4859
HumanEval/152,adversarial,gemma-27b:scot,10,0,0,10,1.0,97.0,0.0,0.0,2.0,78.44,2.85,0.613,755,832,1587,1.0,0.2632,2,18,10,0.56,0.06,0.6301,0.6301
HumanEval/152,self_healing,gemma-27b:zero_shot,0,0,0,0,0.0,21.0,0.0,1.0,3.0,89.54,1.46,0.889,5568,1921,7489,0.25,0.0455,4,21,0,0.0,0.1,0.0,0.0334
HumanEval/152,self_healing,gemma-27b:cot,0,0,0,0,0.0,21.0,0.0,1.0,3.0,89.54,1.46,0.889,6896,10442,17338,0.25,0.0455,4,21,0,0.0,0.1,0.0,0.0144
HumanEval/152,consensus,gemma-27b:few_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,6497,10019,16516,1.0,0.4545,4,21,9,0.52,0.1,0.0545,0.0605
HumanEval/152,self_healing,gemma-27b:scot,0,0,0,0,0.0,21.0,0.0,1.0,3.0,89.54,1.46,0.889,5460,1201,6661,0.25,0.0455,4,21,0,0.0,0.1,0.0,0.0375
HumanEval/152,consensus,gemma-27b:scot,9,1,0,10,0.9,97.0,0.0,1.0,2.0,76.94,3.15,0.589,2728,0,2728,1.0,0.4545,4,21,9,0.52,0.1,0.3299,0.3666
HumanEval/152,swarm,gemma-27b:few_shot,1,0,0,1,1.0,100.0,0.0,0.0,2.0,81.87,0.23,0.139,6175,1695,7870,1.0,0.0667,0,14,1,0.07,0.0,0.1271,0.1271
HumanEval/152,adversarial,gemma-27b:few_shot,9,1,0,10,0.9,97.0,0.0,1.0,2.27,75.11,3.23,0.563,5460,1201,6661,1.0,0.4211,2,18,13,0.83,0.06,0.1351,0.1501
HumanEval/152,atomic_swarm,gemma-27b:few_shot,3,0,0,3,1.0,95.0,0.0,0.0,2.0,89.98,1.92,0.809,7759,2529,10288,1.0,0.2632,2,18,3,0.17,0.06,0.0972,0.0972
HumanEval/152,actor_critic,gemma-27b:few_shot,11,0,0,11,1.0,98.0,0.0,0.0,2.25,71.63,3.46,0.526,2557,670,3227,1.0,0.3333,4,20,13,0.75,0.1,0.3099,0.3099
HumanEval/152,coa,gemma-27b:few_shot,13,0,0,13,1.0,73.0,0.0,0.0,1.88,71.81,6.77,0.317,1422,0,1422,1.0,0.2632,2,18,10,0.89,0.06,0.7032,0.7032
