task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score
HumanEval/162,adversarial,gemma-27b:few_shot,3,4,0,7,0.429,79.41,50.0,1.0,1.89,83.44,3.0,0.302,2319,926,3245,6,1,3,0.0,0.592
HumanEval/162,self_healing,gemma-27b:scot,0,0,0,0,0,27.78,0.0,1.0,1.5,94.85,1.55,0.559,396,370,766,0,0,0,1.0,0.0
HumanEval/162,self_healing,gemma-27b:few_shot,0,0,0,0,0,27.78,0.0,1.0,1.5,94.85,1.55,0.559,475,308,783,0,0,0,1.0,0.0
HumanEval/162,self_healing,gemma-27b:cot,0,0,0,0,0,27.78,0.0,1.0,1.5,94.85,1.55,0.559,821,413,1234,0,0,0,1.0,0.0
HumanEval/163,competitive,gemma-27b:zero_shot,0,14,0,14,0.0,94.12,94.0,1.0,1.93,74.93,3.45,0.295,0,0,0,12,0,3,0.0,0.65
HumanEval/163,baseline,gemma-27b:zero_shot,8,4,0,12,0.667,95.45,100.0,1.0,2.14,75.07,4.55,0.325,1501,0,1501,11,1,3,0.0,0.692
HumanEval/163,competitive,gemma-27b:cot,0,14,0,14,0.0,94.12,94.0,1.0,1.93,74.93,3.45,0.3,0,0,0,12,0,3,0.0,0.65
HumanEval/163,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,75.0,75.0,1.0,1.5,85.87,1.09,0.771,1462,0,1462,2,0,3,0.0,0.45
HumanEval/163,soa,gemma-27b:zero_shot,8,5,0,13,0.615,95.65,100.0,1.0,2.13,74.04,4.73,0.313,163,0,163,12,1,3,0.0,0.692
HumanEval/163,coa,gemma-27b:zero_shot,4,5,0,9,0.444,73.21,50.0,1.0,2.25,74.41,6.09,0.256,345,0,345,8,0,3,0.333,0.517
HumanEval/163,baseline,gemma-27b:cot,9,2,0,11,0.818,95.24,100.0,1.0,2.15,76.36,4.36,0.338,223,0,223,11,1,3,0.0,0.692
HumanEval/163,atomic_swarm,gemma-27b:zero_shot,2,1,0,3,0.667,92.86,100.0,1.0,2.4,82.56,3.09,0.457,2097,0,2097,6,0,3,0.0,0.55
HumanEval/163,competitive,gemma-27b:scot,0,14,0,14,0.0,94.12,94.0,1.0,1.93,74.93,3.45,0.296,0,0,0,12,0,3,0.0,0.65
HumanEval/163,soa,gemma-27b:cot,9,3,0,12,0.75,95.45,100.0,1.0,2.14,75.07,4.55,0.329,1108,0,1108,13,1,3,0.0,0.692
HumanEval/163,swarm,gemma-27b:cot,0,1,0,1,0.0,75.0,75.0,1.0,1.5,85.87,1.09,0.77,179,0,179,2,0,3,0.0,0.45
HumanEval/163,coa,gemma-27b:cot,4,5,0,9,0.444,73.21,50.0,1.0,2.25,74.41,6.09,0.256,2513,0,2513,8,0,3,0.333,0.517
HumanEval/163,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,92.86,100.0,1.0,2.4,82.56,3.09,0.457,1112,0,1112,6,0,3,0.0,0.55
HumanEval/163,baseline,gemma-27b:scot,6,4,0,10,0.6,95.0,100.0,1.0,2.08,78.53,4.18,0.31,1144,0,1144,14,1,3,0.0,0.692
HumanEval/163,soa,gemma-27b:scot,9,4,0,13,0.692,95.65,100.0,1.0,2.13,74.04,4.73,0.316,955,0,955,13,1,3,0.0,0.692
HumanEval/163,coa,gemma-27b:scot,4,5,0,9,0.444,73.21,50.0,1.0,2.25,74.41,6.09,0.256,2376,0,2376,8,0,3,0.333,0.517
HumanEval/163,consensus,gemma-27b:zero_shot,8,5,0,13,0.615,95.65,100.0,1.0,2.13,74.04,4.73,0.313,2011,0,2011,12,1,3,0.0,0.692
HumanEval/163,hybrid,gemma-27b:zero_shot,21,8,0,29,0.724,94.74,100.0,1.0,2.41,49.79,9.18,0.155,2209,0,2209,0,0,0,1.0,0.0
HumanEval/163,competitive,gemma-27b:few_shot,0,14,0,14,0.0,94.12,94.0,1.0,1.93,74.93,3.45,0.296,0,0,0,12,0,3,0.0,0.65
HumanEval/163,actor_critic,gemma-27b:zero_shot,13,3,0,16,0.812,96.88,100.0,1.0,2.11,68.15,6.0,0.235,6033,0,6033,17,1,4,0.0,0.742
HumanEval/163,hybrid,gemma-27b:cot,0,23,0,23,0.0,96.15,96.0,1.0,1.96,63.7,5.09,0.209,3992,0,3992,17,1,3,0.174,0.648
HumanEval/163,atomic_swarm,gemma-27b:scot,0,3,0,3,0.0,84.62,85.0,1.0,1.75,93.32,1.55,0.674,1770,0,1770,6,0,3,0.0,0.55
HumanEval/163,baseline,gemma-27b:few_shot,0,10,0,10,0.0,92.0,92.0,1.0,1.91,81.67,2.64,0.387,2888,0,2888,9,0,3,0.0,0.625
HumanEval/163,self_healing,gemma-27b:zero_shot,0,0,0,0,0,21.05,0.0,1.0,3.0,74.42,2.27,0.556,1931,0,1931,0,0,0,1.0,0.0
HumanEval/163,consensus,gemma-27b:cot,13,5,0,18,0.722,93.33,100.0,1.0,2.09,67.19,6.0,0.239,1781,0,1781,16,1,3,0.1,0.667
HumanEval/163,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.149,735,0,735,0,0,0,1.0,0.0
HumanEval/163,adversarial,gemma-27b:zero_shot,10,2,0,12,0.833,93.88,100.0,1.0,2.5,71.79,5.0,0.29,0,0,0,18,1,3,0.083,0.671
HumanEval/163,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,92.86,100.0,1.0,2.4,82.56,3.09,0.457,2602,0,2602,6,0,3,0.0,0.55
HumanEval/163,self_healing,gemma-27b:cot,0,0,0,0,0,21.05,0.0,1.0,3.0,74.42,2.27,0.54,2927,0,2927,0,0,0,1.0,0.0
HumanEval/163,adversarial,gemma-27b:cot,0,15,0,15,0.0,94.44,94.0,1.0,1.94,73.44,3.64,0.294,2602,0,2602,11,1,3,0.0,0.692
HumanEval/163,hybrid,gemma-27b:scot,8,0,0,8,1.0,94.44,100.0,0.0,2.2,79.62,3.82,0.372,631,0,631,10,1,3,0.0,0.692
HumanEval/163,consensus,gemma-27b:scot,8,5,0,13,0.615,95.65,100.0,1.0,2.13,74.04,4.73,0.313,2282,0,2282,12,1,3,0.0,0.692
HumanEval/163,actor_critic,gemma-27b:scot,7,3,0,10,0.7,95.74,100.0,1.0,2.17,75.46,4.64,0.271,660,0,660,15,0,4,0.0,0.7
HumanEval/163,swarm,gemma-27b:few_shot,0,1,0,1,0.0,75.0,75.0,1.0,1.5,85.87,1.09,0.767,2791,0,2791,2,0,3,0.0,0.45
HumanEval/163,adversarial,gemma-27b:scot,9,1,0,10,0.9,95.0,100.0,1.0,2.08,78.24,4.18,0.354,2615,0,2615,9,0,3,0.0,0.625
HumanEval/163,self_healing,gemma-27b:scot,0,0,0,0,0,21.05,0.0,1.0,3.0,74.42,2.27,0.54,3436,0,3436,0,0,0,1.0,0.0
HumanEval/163,coa,gemma-27b:few_shot,4,5,0,9,0.444,73.21,50.0,1.0,2.25,74.41,6.09,0.256,3275,0,3275,8,0,3,0.333,0.517
HumanEval/163,soa,gemma-27b:few_shot,9,3,0,12,0.75,95.45,100.0,1.0,2.14,75.07,4.55,0.329,2954,0,2954,13,1,3,0.0,0.692
HumanEval/163,hybrid,gemma-27b:few_shot,16,1,0,17,0.941,90.22,100.0,1.0,3.32,55.19,9.45,0.166,5370,0,5370,29,3,3,0.0,0.775
HumanEval/163,adversarial,gemma-27b:few_shot,8,4,0,12,0.667,95.45,100.0,1.0,2.14,75.19,4.55,0.328,8504,0,8504,12,1,3,0.0,0.692
HumanEval/163,consensus,gemma-27b:few_shot,16,5,0,21,0.762,96.77,100.0,1.0,2.09,66.31,6.18,0.233,8504,0,8504,16,1,3,0.0,0.692
HumanEval/163,actor_critic,gemma-27b:few_shot,13,3,0,16,0.812,96.88,100.0,1.0,2.06,68.78,6.0,0.228,9485,0,9485,16,1,4,0.0,0.742
HumanEval/163,swarm,gemma-27b:scot,0,2,0,2,0.0,85.71,87.5,1.0,2.5,84.38,2.91,0.452,11059,0,11059,4,0,3,0.0,0.5
HumanEval/163,self_healing,gemma-27b:few_shot,0,0,0,0,0,21.05,0.0,1.0,3.0,74.42,2.27,0.556,11059,0,11059,0,0,0,1.0,0.0
HumanEval/139,adversarial,gemma-27b:cot,0,5,0,5,0.0,57.58,0.0,1.0,2.0,84.14,2.33,0.407,364,0,364,11,1,4,0.0,0.742
HumanEval/140,adversarial,gemma-27b:cot,0,15,0,15,0.0,85.71,0.0,1.0,1.94,73.32,3.07,0.349,398,0,398,14,1,3,0.0,0.692
HumanEval/141,adversarial,gemma-27b:cot,0,8,0,8,0.0,43.55,0.0,1.0,4.56,67.65,2.5,0.449,630,0,630,32,0,3,0.0,0.65
HumanEval/142,adversarial,gemma-27b:cot,0,15,0,15,0.0,71.43,0.0,1.0,1.88,67.86,2.21,0.44,512,0,512,15,2,4,0.0,0.783
HumanEval/143,adversarial,gemma-27b:cot,0,13,0,13,0.0,57.63,0.0,1.0,2.27,70.3,3.0,0.423,488,0,488,11,1,4,0.0,0.742
HumanEval/144,adversarial,gemma-27b:cot,0,7,0,7,0.0,62.5,62.0,1.0,4.25,69.57,3.38,0.426,476,0,476,30,0,3,0.0,0.65
HumanEval/145,adversarial,gemma-27b:cot,0,14,0,14,0.0,74.42,0.0,1.0,1.93,72.2,1.95,0.362,424,0,424,13,2,3,0.0,0.733
HumanEval/146,adversarial,gemma-27b:cot,0,15,0,15,0.0,80.0,0.0,1.0,1.81,71.17,3.15,0.358,426,0,426,15,2,4,0.0,0.783
HumanEval/147,adversarial,gemma-27b:cot,0,14,0,14,0.0,85.37,0.0,1.0,2.0,75.98,2.65,0.431,530,0,530,13,1,3,0.0,0.692
HumanEval/148,adversarial,gemma-27b:cot,0,6,0,6,0.0,52.38,0.0,1.0,4.43,73.78,2.29,0.532,592,0,592,17,1,3,0.0,0.692
HumanEval/149,adversarial,gemma-27b:cot,0,13,0,13,0.0,78.95,0.0,1.0,1.93,79.41,2.0,0.523,564,0,564,16,2,3,0.0,0.733
HumanEval/150,adversarial,gemma-27b:cot,0,4,0,4,0.0,28.33,0.0,1.0,6.5,64.54,5.2,0.261,360,0,360,30,1,3,0.0,0.692
HumanEval/151,adversarial,gemma-27b:cot,0,17,0,17,0.0,80.85,0.0,1.0,1.94,68.72,3.0,0.366,468,0,468,16,2,3,0.059,0.719
HumanEval/152,adversarial,gemma-27b:cot,0,10,0,10,0.0,85.71,86.0,1.0,2.09,75.09,3.31,0.532,642,0,642,18,2,4,0.0,0.783
HumanEval/153,adversarial,gemma-27b:cot,0,15,0,15,0.0,68.0,0.0,1.0,1.94,77.36,1.78,0.531,736,0,736,18,1,3,0.0,0.692
HumanEval/154,adversarial,gemma-27b:cot,0,20,0,20,0.0,73.33,0.0,1.0,1.95,66.97,2.94,0.328,440,0,440,26,1,3,0.05,0.679
HumanEval/155,adversarial,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.266,314,0,314,0,0,0,1.0,0.0
HumanEval/156,adversarial,gemma-27b:cot,0,7,0,7,0.0,35.21,35.0,1.0,6.38,55.72,3.63,0.205,100,0,100,45,1,4,0.0,0.742
HumanEval/139,baseline,gemma-27b:zero_shot,2,2,0,4,0.5,82.0,70.0,1.0,2.5,77.63,3.47,0.327,9,1,4,9,1,4,0.0,0.717
HumanEval/139,adversarial,gemma-27b:zero_shot,6,1,0,7,0.857,85.42,66.67,1.0,2.33,77.39,3.6,0.285,11,1,4,11,1,4,0.0,0.742
HumanEval/139,competitive,gemma-27b:zero_shot,0,5,0,5,0.0,50.0,0.0,1.0,2.29,78.25,2.47,0.404,12,1,4,12,1,4,0.0,0.742
HumanEval/139,soa,gemma-27b:zero_shot,8,2,0,10,0.8,78.95,60.0,1.0,2.08,74.01,4.0,0.286,10,1,3,10,1,3,0.0,0.692
HumanEval/139,hybrid,gemma-27b:zero_shot,7,1,0,8,0.875,89.23,75.0,1.0,2.64,69.85,4.87,0.208,0,0,0,0,0,0,1.0,0.0
HumanEval/139,actor_critic,gemma-27b:zero_shot,5,2,0,7,0.714,89.71,83.33,1.0,2.5,71.77,4.8,0.246,13,1,4,13,1,4,0.0,0.742
HumanEval/139,coa,gemma-27b:zero_shot,11,3,0,14,0.786,70.41,58.33,1.0,2.5,66.77,6.6,0.213,9,1,5,9,1,5,0.286,0.695
HumanEval/139,self_healing,gemma-27b:zero_shot,0,0,0,0,0,11.11,0.0,1.0,2.5,83.4,2.4,0.462,0,0,0,0,0,0,1.0,0.0
HumanEval/139,baseline,gemma-27b:cot,3,1,0,4,0.75,85.71,75.0,1.0,2.5,78.47,3.73,0.287,12,1,4,12,1,4,0.0,0.742
HumanEval/139,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.0,100.0,1.0,0.728,1,1,1,1,1,1,0.0,0.367
HumanEval/139,consensus,gemma-27b:zero_shot,6,1,0,7,0.857,83.93,70.0,1.0,2.11,75.47,3.87,0.305,11,1,4,11,1,4,0.0,0.742
HumanEval/139,atomic_swarm,gemma-27b:zero_shot,2,1,0,3,0.667,50.75,33.33,1.0,2.57,73.08,5.2,0.261,3,1,4,3,1,4,0.0,0.567
HumanEval/139,competitive,gemma-27b:cot,0,3,0,3,0.0,46.43,0.0,1.0,2.8,84.61,1.8,0.514,8,1,3,8,1,3,0.0,0.642
HumanEval/139,adversarial,gemma-27b:cot,0,5,0,5,0.0,57.58,0.0,1.0,2.0,84.14,2.33,0.407,11,1,4,11,1,4,0.0,0.742
HumanEval/139,hybrid,gemma-27b:cot,1,9,0,10,0.1,58.57,50.0,1.0,2.55,62.4,4.53,0.229,16,2,4,16,2,4,0.0,0.783
HumanEval/139,soa,gemma-27b:cot,8,2,0,10,0.8,88.14,83.33,1.0,2.15,73.37,3.93,0.312,9,1,3,9,1,3,0.0,0.667
HumanEval/139,coa,gemma-27b:cot,11,1,0,12,0.917,71.28,50.0,1.0,2.29,67.04,6.6,0.193,11,1,5,11,1,5,0.0,0.792
HumanEval/139,actor_critic,gemma-27b:cot,3,2,0,5,0.6,78.43,70.0,1.0,2.25,77.39,3.53,0.304,10,0,5,10,0,5,0.0,0.75
HumanEval/139,self_healing,gemma-27b:cot,0,0,0,0,0,11.11,0.0,1.0,2.5,83.4,2.4,0.462,0,0,0,0,0,0,1.0,0.0
HumanEval/139,swarm,gemma-27b:cot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,86.9,1.0,0.711,1,0,3,1,0,3,0.0,0.425
HumanEval/139,baseline,gemma-27b:scot,5,0,0,5,1.0,85.42,80.0,0.0,2.14,79.1,3.33,0.327,8,1,4,8,1,4,0.0,0.692
HumanEval/139,consensus,gemma-27b:cot,5,1,0,6,0.833,83.33,70.0,1.0,2.12,76.51,3.73,0.316,11,1,4,11,1,4,0.0,0.742
HumanEval/139,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,50.75,33.33,1.0,2.57,73.08,5.2,0.261,3,1,4,3,1,4,0.0,0.567
HumanEval/139,competitive,gemma-27b:scot,0,6,0,6,0.0,55.88,0.0,1.0,2.5,79.79,2.2,0.436,8,1,3,8,1,3,0.0,0.642
HumanEval/139,adversarial,gemma-27b:scot,8,0,0,8,1.0,87.04,75.0,0.0,2.2,76.49,3.8,0.301,11,1,4,11,1,4,0.0,0.742
HumanEval/139,hybrid,gemma-27b:scot,3,1,0,4,0.75,82.93,75.0,1.0,2.17,81.26,2.93,0.379,7,1,4,7,1,4,0.0,0.667
HumanEval/139,soa,gemma-27b:scot,8,2,0,10,0.8,88.14,83.33,1.0,2.15,73.37,3.93,0.312,9,1,3,9,1,3,0.0,0.667
HumanEval/139,coa,gemma-27b:scot,13,1,0,14,0.929,69.66,50.0,1.0,2.23,68.27,6.4,0.197,9,1,5,9,1,5,0.0,0.767
HumanEval/139,actor_critic,gemma-27b:scot,4,1,0,5,0.8,71.21,56.25,1.0,2.25,73.56,5.47,0.203,9,1,4,9,1,4,0.0,0.717
HumanEval/139,self_healing,gemma-27b:scot,0,0,0,0,0,11.11,0.0,1.0,2.5,83.4,2.4,0.462,0,0,0,0,0,0,1.0,0.0
HumanEval/139,swarm,gemma-27b:scot,4,0,0,4,1.0,80.56,75.0,0.0,2.0,82.9,2.6,0.441,4,1,4,4,1,4,0.0,0.592
HumanEval/139,baseline,gemma-27b:few_shot,7,0,0,7,1.0,82.93,75.0,0.0,2.11,80.08,2.93,0.366,7,1,3,7,1,3,0.0,0.617
HumanEval/139,consensus,gemma-27b:scot,5,1,0,6,0.833,83.02,70.0,1.0,2.0,77.34,3.67,0.322,10,1,4,10,1,4,0.0,0.742
HumanEval/139,atomic_swarm,gemma-27b:scot,2,1,0,3,0.667,50.75,33.33,1.0,2.57,73.08,5.2,0.261,3,1,4,3,1,4,0.0,0.567
HumanEval/139,competitive,gemma-27b:few_shot,0,3,0,3,0.0,46.43,0.0,1.0,2.8,84.61,1.8,0.514,8,1,3,8,1,3,0.0,0.642
HumanEval/139,adversarial,gemma-27b:few_shot,5,1,0,6,0.833,83.02,70.0,1.0,2.0,77.46,3.73,0.309,10,1,4,10,1,4,0.0,0.742
HumanEval/139,hybrid,gemma-27b:few_shot,7,2,0,9,0.778,88.73,80.0,1.0,2.46,69.48,5.2,0.207,18,3,4,18,3,4,0.0,0.825
HumanEval/139,soa,gemma-27b:few_shot,8,2,0,10,0.8,88.14,83.33,1.0,2.15,73.37,3.93,0.312,9,1,3,9,1,3,0.0,0.667
HumanEval/139,coa,gemma-27b:few_shot,10,2,0,12,0.833,67.0,45.83,1.0,2.57,65.71,6.73,0.195,10,1,5,10,1,5,0.111,0.764
HumanEval/139,actor_critic,gemma-27b:few_shot,1,2,0,3,0.333,55.0,42.86,1.0,3.33,74.02,4.2,0.282,12,1,4,12,1,4,0.0,0.742
HumanEval/139,self_healing,gemma-27b:few_shot,0,0,0,0,0,12.9,0.0,1.0,2.5,81.68,2.2,0.465,0,0,0,0,0,0,1.0,0.0
HumanEval/139,swarm,gemma-27b:few_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,88.36,0.93,0.773,1,0,3,1,0,3,0.0,0.425
HumanEval/139,consensus,gemma-27b:few_shot,3,1,0,4,0.75,83.02,70.0,1.0,2.33,77.14,3.67,0.322,11,1,4,11,1,4,0.0,0.742
HumanEval/139,atomic_swarm,gemma-27b:few_shot,2,1,0,3,0.667,50.75,33.33,1.0,2.57,73.08,5.2,0.261,3,1,4,3,1,4,0.0,0.567
HumanEval/140,baseline,gemma-27b:zero_shot,14,2,0,16,0.875,87.5,50.0,1.0,1.94,74.3,4.07,0.297,16,1,3,16,1,3,0.0,0.692
HumanEval/140,competitive,gemma-27b:zero_shot,0,13,0,13,0.0,83.33,0.0,1.0,1.93,77.31,2.64,0.377,13,1,3,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-27b:zero_shot,9,5,0,14,0.643,86.96,50.0,1.0,2.0,73.8,3.93,0.294,0,0,0,0,0,0,1.0,0.0
HumanEval/140,hybrid,gemma-27b:zero_shot,16,10,0,26,0.615,88.0,50.0,1.0,2.0,60.09,6.0,0.187,0,0,0,0,0,0,1.0,0.0
HumanEval/140,soa,gemma-27b:zero_shot,0,15,0,15,0.0,85.0,0.0,1.0,1.94,74.33,2.93,0.368,15,1,3,15,1,3,0.0,0.692
HumanEval/140,coa,gemma-27b:zero_shot,0,17,0,17,0.0,87.5,0.0,1.0,1.94,71.98,3.71,0.31,11,1,3,11,1,3,0.294,0.618
HumanEval/140,actor_critic,gemma-27b:zero_shot,12,4,0,16,0.75,87.5,50.0,1.0,1.94,74.3,4.07,0.326,16,1,3,16,1,3,0.0,0.692
HumanEval/140,self_healing,gemma-27b:zero_shot,0,0,0,0,0,10.26,0.0,1.0,5.0,79.83,2.79,0.448,0,0,0,0,0,0,1.0,0.0
HumanEval/140,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,80.72,0.93,0.76,1,0,3,1,0,3,0.0,0.425
HumanEval/140,baseline,gemma-27b:cot,0,15,0,15,0.0,85.71,0.0,1.0,1.94,73.32,3.07,0.332,14,1,3,14,1,3,0.0,0.692
HumanEval/140,consensus,gemma-27b:zero_shot,0,20,0,20,0.0,88.0,0.0,1.0,1.95,67.93,3.64,0.292,20,1,3,20,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-27b:zero_shot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.7,3,0,3,3,0,3,0.0,0.475
HumanEval/140,competitive,gemma-27b:cot,0,13,0,13,0.0,83.33,0.0,1.0,1.93,77.31,2.64,0.377,13,1,3,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-27b:cot,0,15,0,15,0.0,85.71,0.0,1.0,1.94,73.32,3.07,0.349,14,1,3,14,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-27b:cot,0,18,0,18,0.0,86.96,0.0,1.0,1.95,70.32,3.36,0.321,18,1,3,18,1,3,0.0,0.692
HumanEval/140,soa,gemma-27b:cot,0,15,0,15,0.0,85.0,0.0,1.0,1.94,74.33,2.93,0.364,15,1,3,15,1,3,0.0,0.692
HumanEval/140,actor_critic,gemma-27b:cot,0,17,0,17,0.0,86.96,0.0,1.0,1.94,70.68,3.36,0.328,18,1,4,18,1,4,0.0,0.742
HumanEval/140,coa,gemma-27b:cot,0,20,0,20,0.0,88.89,0.0,1.0,1.95,68.63,4.14,0.28,14,1,3,14,1,3,0.3,0.617
HumanEval/140,swarm,gemma-27b:cot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,78.99,1.0,0.713,1,0,3,1,0,3,0.0,0.425
HumanEval/140,self_healing,gemma-27b:cot,0,0,0,0,0,7.84,0.0,1.0,7.5,77.57,3.21,0.386,0,0,0,0,0,0,1.0,0.0
HumanEval/140,consensus,gemma-27b:cot,0,16,0,16,0.0,85.71,0.0,1.0,1.94,72.93,3.07,0.353,16,1,3,16,1,3,0.0,0.692
HumanEval/140,baseline,gemma-27b:scot,10,0,0,10,1.0,85.0,0.0,0.0,2.25,77.33,3.57,0.35,13,1,3,13,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-27b:cot,0,2,1,3,0.0,61.11,0.0,1.0,1.75,93.91,1.36,0.678,3,0,3,3,0,3,0.0,0.475
HumanEval/140,competitive,gemma-27b:scot,0,13,0,13,0.0,83.33,0.0,1.0,1.93,77.31,2.64,0.377,13,1,3,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-27b:scot,11,0,0,11,1.0,84.62,50.0,0.0,1.92,79.3,3.36,0.36,11,1,3,11,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-27b:scot,7,2,0,9,0.778,82.35,50.0,1.0,1.91,81.14,3.07,0.376,9,0,3,9,0,3,0.0,0.625
HumanEval/140,soa,gemma-27b:scot,0,15,0,15,0.0,85.0,0.0,1.0,1.94,74.33,2.93,0.361,15,1,3,15,1,3,0.0,0.692
HumanEval/140,coa,gemma-27b:scot,0,19,0,19,0.0,88.46,0.0,1.0,1.95,69.71,4.0,0.29,13,1,3,13,1,3,0.316,0.613
HumanEval/140,actor_critic,gemma-27b:scot,8,10,0,18,0.444,87.76,0.0,1.0,1.9,73.33,4.21,0.284,18,1,3,18,1,3,0.0,0.692
HumanEval/140,self_healing,gemma-27b:scot,0,0,0,0,0,7.84,0.0,1.0,8.5,75.79,3.21,0.387,0,0,0,0,0,0,1.0,0.0
HumanEval/140,swarm,gemma-27b:scot,0,0,1,1,0.0,27.78,0.0,1.0,4.5,89.96,1.36,0.64,6,0,3,6,0,3,0.0,0.55
HumanEval/140,baseline,gemma-27b:few_shot,0,10,0,10,0.0,80.0,0.0,1.0,1.91,82.34,2.21,0.446,10,1,3,10,1,3,0.0,0.692
HumanEval/140,consensus,gemma-27b:scot,0,22,0,22,0.0,86.21,0.0,1.0,1.96,63.66,4.21,0.261,24,1,3,24,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-27b:scot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.7,3,0,3,3,0,3,0.0,0.475
HumanEval/140,competitive,gemma-27b:few_shot,0,13,0,13,0.0,83.33,0.0,1.0,1.93,77.31,2.64,0.377,13,1,3,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-27b:few_shot,9,2,0,11,0.818,85.0,50.0,1.0,1.92,78.72,3.57,0.351,10,1,3,10,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-27b:few_shot,18,7,0,25,0.72,92.59,66.67,1.0,2.03,62.35,6.57,0.182,25,2,3,25,2,3,0.0,0.733
HumanEval/140,soa,gemma-27b:few_shot,0,15,0,15,0.0,85.0,0.0,1.0,1.94,74.33,2.93,0.36,15,1,3,15,1,3,0.0,0.692
HumanEval/140,coa,gemma-27b:few_shot,0,19,0,19,0.0,88.46,0.0,1.0,1.95,69.71,4.0,0.289,14,1,3,14,1,3,0.211,0.639
HumanEval/140,actor_critic,gemma-27b:few_shot,8,5,0,13,0.615,84.21,0.0,1.0,1.87,78.62,3.43,0.327,13,1,3,13,1,3,0.0,0.692
HumanEval/140,swarm,gemma-27b:few_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,80.72,0.93,0.779,1,0,3,1,0,3,0.0,0.425
HumanEval/140,self_healing,gemma-27b:few_shot,0,0,0,0,0,10.26,0.0,1.0,5.0,79.83,2.79,0.448,0,0,0,0,0,0,1.0,0.0
HumanEval/140,consensus,gemma-27b:few_shot,0,18,0,18,0.0,86.96,0.0,1.0,1.95,70.32,3.36,0.325,18,1,3,18,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-27b:few_shot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.7,3,0,3,3,0,3,0.0,0.475
HumanEval/141,baseline,gemma-27b:zero_shot,7,0,0,7,1.0,78.26,57.69,0.0,4.78,66.54,3.73,0.37,26,0,3,26,0,3,0.0,0.65
HumanEval/141,competitive,gemma-27b:zero_shot,0,9,0,9,0.0,49.18,0.0,1.0,4.0,68.54,2.45,0.437,30,1,3,30,1,3,0.0,0.692
HumanEval/141,adversarial,gemma-27b:zero_shot,8,0,0,8,1.0,78.02,57.69,0.0,4.2,67.24,3.68,0.379,23,0,3,23,0,3,0.0,0.65
HumanEval/141,hybrid,gemma-27b:zero_shot,8,0,0,8,1.0,82.76,57.69,0.0,6.73,55.54,4.82,0.289,0,0,0,0,0,0,1.0,0.0
HumanEval/141,soa,gemma-27b:zero_shot,0,10,0,10,0.0,50.77,0.0,1.0,4.0,66.26,2.64,0.41,33,1,3,33,1,3,0.0,0.692
HumanEval/141,coa,gemma-27b:zero_shot,0,21,0,21,0.0,69.62,0.0,1.0,2.45,63.35,3.41,0.378,20,0,3,20,0,3,0.238,0.591
HumanEval/141,actor_critic,gemma-27b:zero_shot,8,2,0,10,0.8,79.78,50.0,1.0,4.0,65.35,3.86,0.348,29,1,3,29,1,3,0.0,0.692
HumanEval/141,self_healing,gemma-27b:zero_shot,0,0,0,0,0,8.0,0.0,1.0,4.5,76.05,2.0,0.615,0,0,0,0,0,0,1.0,0.0
HumanEval/141,swarm,gemma-27b:zero_shot,0,1,0,1,0.0,25.0,0.0,1.0,1.5,63.38,0.77,0.802,1,0,3,1,0,3,0.0,0.425
HumanEval/141,baseline,gemma-27b:cot,7,0,0,7,1.0,78.26,57.69,0.0,4.78,66.52,3.73,0.373,25,0,3,25,0,3,0.0,0.65
HumanEval/141,consensus,gemma-27b:zero_shot,10,0,0,10,1.0,80.58,57.69,0.0,4.46,61.1,4.23,0.325,0,0,0,0,0,0,1.0,0.0
