task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,norm_config
HumanEval/155,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,17.0,,1.0,3.0,93.65,1.45,0.554,0.0,0.0,0.0,
HumanEval/156,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,14.0,,1.0,3.0,90.33,1.21,0.464,823.0,0.0,823.0,
HumanEval/157,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,50.0,,1.0,1.0,62.07,1.09,0.84,333.0,0.0,333.0,
HumanEval/158,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,6.0,90.54,1.53,0.677,0.0,0.0,0.0,
HumanEval/159,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,33.0,,1.0,1.0,49.34,1.0,0.901,2916.0,0.0,2916.0,
HumanEval/160,self_healing,gemma-1b:zero_shot,0,0,0,0,0.0,17.0,,1.0,4.0,73.87,1.19,0.836,2172.0,81.0,2253.0,
HumanEval/161,self_healing,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,
HumanEval/162,self_healing,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,210.0,418.0,
HumanEval/163,self_healing,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
HumanEval/139,soa,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.477,5202.0,3948.0,9150.0,
HumanEval/140,soa,gemma-1b:zero_shot,3,5,0,8,0.375,86.0,,1.0,2.22,77.06,2.71,0.432,1784.0,567.0,2351.0,
HumanEval/141,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,371.0,920.0,
HumanEval/142,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,652.0,3471.0,
HumanEval/143,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.0,486.0,1273.0,
HumanEval/144,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.0,8476.0,9955.0,
HumanEval/145,soa,gemma-1b:zero_shot,0,0,0,0,0.0,15.0,,1.0,2.0,95.72,0.95,0.669,594.0,423.0,1017.0,
HumanEval/146,soa,gemma-1b:zero_shot,0,0,0,0,0.0,12.0,,1.0,7.0,86.45,1.62,0.619,444.0,266.0,710.0,
HumanEval/147,soa,gemma-1b:zero_shot,0,0,0,0,0.0,16.0,,1.0,7.0,79.56,1.24,0.681,499.0,308.0,807.0,
HumanEval/148,soa,gemma-1b:zero_shot,2,4,0,6,0.333,74.0,,1.0,2.57,80.94,1.95,0.622,496.0,554.0,1050.0,
HumanEval/149,soa,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.629,389.0,432.0,821.0,
HumanEval/150,soa,gemma-1b:zero_shot,0,0,0,0,0.0,22.0,,1.0,4.0,97.23,1.3,0.689,341.0,149.0,490.0,
HumanEval/151,soa,gemma-1b:zero_shot,0,0,0,0,0.0,15.0,,1.0,5.0,90.4,1.2,0.8,863.0,441.0,1304.0,
HumanEval/152,soa,gemma-1b:zero_shot,0,0,0,0,0.0,27.0,,1.0,3.0,91.43,1.54,0.873,926.0,304.0,1230.0,
HumanEval/153,soa,gemma-1b:zero_shot,0,0,0,0,0.0,9.0,,1.0,6.0,86.74,1.22,0.79,503.0,400.0,903.0,
HumanEval/154,soa,gemma-1b:zero_shot,1,7,0,8,0.125,42.0,,1.0,6.0,54.69,3.94,0.271,690.0,1028.0,1718.0,
HumanEval/155,soa,gemma-1b:zero_shot,4,2,0,6,0.667,81.0,,1.0,2.14,76.61,2.64,0.367,129.0,369.0,498.0,
HumanEval/156,soa,gemma-1b:zero_shot,0,0,0,0,0.0,14.0,,1.0,3.0,90.33,1.21,0.464,785.0,330.0,1115.0,
HumanEval/157,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.0,374.0,1457.0,
HumanEval/158,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,530.0,709.0,
HumanEval/159,soa,gemma-1b:zero_shot,0,0,0,0,0.0,25.0,,1.0,2.0,53.29,1.07,0.885,364.0,367.0,731.0,
HumanEval/160,soa,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.298,1168.0,1755.0,2923.0,
HumanEval/161,soa,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,189.0,514.0,
HumanEval/162,soa,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.405,547.0,447.0,994.0,
HumanEval/163,soa,gemma-1b:zero_shot,4,13,0,17,0.235,96.0,,1.0,2.11,65.73,4.82,0.275,1249.0,736.0,1985.0,
HumanEval/139,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,6.0,,1.0,12.0,68.39,4.53,0.344,1814.0,1009.0,2823.0,
HumanEval/140,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,25.0,,1.0,8.2,54.24,3.43,0.093,525.0,651.0,1176.0,
HumanEval/141,swarm,gemma-1b:zero_shot,1,0,0,1,1.0,43.0,,0.0,13.0,64.28,2.5,0.1,1727.0,1558.0,3285.0,
HumanEval/142,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,33.0,,1.0,6.67,72.87,2.84,0.515,1116.0,856.0,1972.0,
HumanEval/143,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,3.0,76.64,3.1,0.528,900.0,550.0,1450.0,
HumanEval/144,swarm,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.072,4223.0,2545.0,6768.0,
HumanEval/145,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,35.0,,1.0,4.33,76.85,2.4,0.326,1898.0,1035.0,2933.0,
HumanEval/146,swarm,gemma-1b:zero_shot,1,4,0,5,0.2,58.0,,1.0,2.86,77.71,3.08,0.394,2213.0,1938.0,4151.0,
HumanEval/147,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,14.0,,1.0,7.0,69.72,2.47,0.451,2037.0,1462.0,3499.0,
HumanEval/148,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,12.0,,1.0,5.0,80.09,4.48,0.364,3103.0,2997.0,6100.0,
HumanEval/149,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,50.0,,1.0,8.5,80.41,1.71,0.531,1623.0,676.0,2299.0,
HumanEval/150,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,27.0,,1.0,10.33,68.78,5.0,0.304,1564.0,1413.0,2977.0,
HumanEval/151,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,38.0,,1.0,7.0,75.38,3.33,0.376,4396.0,1640.0,6036.0,
HumanEval/152,swarm,gemma-1b:zero_shot,2,2,0,4,0.5,97.0,,1.0,2.2,55.42,2.0,0.036,2667.0,1022.0,3689.0,
HumanEval/153,swarm,gemma-1b:zero_shot,0,4,0,4,0.0,23.0,,1.0,5.5,39.1,2.04,0.067,3166.0,2274.0,5440.0,
HumanEval/154,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,22.0,,1.0,23.5,55.93,4.0,0.291,4422.0,3243.0,7665.0,
HumanEval/155,swarm,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,12.0,65.71,3.55,0.276,917.0,890.0,1807.0,
HumanEval/156,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,13.0,,1.0,3.0,81.13,2.42,0.322,984.0,616.0,1600.0,
HumanEval/157,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,33.0,,1.0,6.25,47.95,2.45,0.038,1108.0,906.0,2014.0,
HumanEval/158,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,42.0,,1.0,8.67,70.7,4.0,0.327,1537.0,1603.0,3140.0,
HumanEval/159,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,38.0,,1.0,4.67,62.04,2.62,0.529,4128.0,3659.0,7787.0,
HumanEval/160,swarm,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,9.67,68.71,3.27,0.424,982.0,942.0,1924.0,
HumanEval/161,swarm,gemma-1b:zero_shot,0,0,0,0,0.0,12.0,,1.0,5.0,88.43,1.21,0.612,1432.0,734.0,2166.0,
HumanEval/162,swarm,gemma-1b:zero_shot,1,0,0,1,1.0,68.0,,0.0,3.0,93.79,1.45,0.641,1500.0,963.0,2463.0,
HumanEval/163,swarm,gemma-1b:zero_shot,0,1,0,1,0.0,43.0,,1.0,8.33,71.89,5.09,0.277,2593.0,2503.0,5096.0,
HumanEval/139,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,
HumanEval/140,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,
HumanEval/141,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,
HumanEval/142,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,
HumanEval/143,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,
HumanEval/144,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,
HumanEval/145,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,
HumanEval/146,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,
HumanEval/147,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,
HumanEval/148,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,
HumanEval/149,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,
HumanEval/150,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,
HumanEval/151,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,
HumanEval/152,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,
HumanEval/153,actor_critic,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,
HumanEval/154,actor_critic,gemma-27b:cot,8,7,0,15,0.533,93.0,,1.0,3.67,47.43,5.06,0.059,5653.0,1102.0,6755.0,
HumanEval/155,actor_critic,gemma-27b:cot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.09,0.039,0.0,0.0,0.0,
HumanEval/156,actor_critic,gemma-27b:cot,0,0,0,0,0.0,18.0,,1.0,0.0,100.0,0.05,0.029,0.0,0.0,0.0,
HumanEval/157,actor_critic,gemma-27b:cot,27,7,0,34,0.794,97.0,,1.0,1.8,70.09,10.09,0.239,3596.0,650.0,4246.0,
HumanEval/158,actor_critic,gemma-27b:cot,0,0,0,0,0.0,17.0,,1.0,0.0,100.0,0.07,0.027,0.0,0.0,0.0,
HumanEval/159,actor_critic,gemma-27b:cot,23,9,0,32,0.719,100.0,,1.0,1.91,37.15,2.38,0.023,5370.0,799.0,6169.0,
HumanEval/160,actor_critic,gemma-27b:cot,24,19,0,43,0.558,100.0,,1.0,1.58,32.77,4.38,0.011,6502.0,1224.0,7726.0,
HumanEval/161,actor_critic,gemma-27b:cot,26,9,0,35,0.743,100.0,,1.0,4.0,98.9,2.58,0.03,3309.0,1031.0,4340.0,
HumanEval/162,actor_critic,gemma-27b:cot,3,13,0,16,0.188,100.0,,1.0,1.62,56.56,3.64,0.052,3984.0,991.0,4975.0,
HumanEval/163,actor_critic,gemma-27b:cot,14,14,0,28,0.5,100.0,,1.0,1.67,59.67,4.64,0.044,5031.0,851.0,5882.0,
HumanEval/139,adversarial,gemma-27b:cot,2,3,0,5,0.4,100.0,,1.0,2.2,72.87,1.67,0.082,5325.0,0.0,5325.0,
HumanEval/140,adversarial,gemma-27b:cot,10,5,0,15,0.667,100.0,,1.0,2.0,47.53,2.36,0.019,1634.0,0.0,1634.0,
HumanEval/141,adversarial,gemma-27b:cot,7,0,0,7,1.0,100.0,,0.25,5.57,41.63,1.82,0.016,2880.0,0.0,2880.0,
HumanEval/142,adversarial,gemma-27b:cot,5,9,0,14,0.357,100.0,,1.0,2.0,43.32,1.53,0.048,0.0,0.0,0.0,
HumanEval/143,adversarial,gemma-27b:cot,7,6,0,13,0.538,61.0,,1.0,2.43,42.94,2.1,0.024,3319.0,0.0,3319.0,
HumanEval/144,adversarial,gemma-27b:cot,6,1,0,7,0.857,100.0,,1.0,4.43,45.88,2.46,0.061,0.0,0.0,0.0,
HumanEval/145,adversarial,gemma-27b:cot,8,6,0,14,0.571,100.0,,1.0,2.0,46.1,1.45,0.03,195.0,0.0,195.0,
HumanEval/146,adversarial,gemma-27b:cot,14,3,0,17,0.824,100.0,,1.0,1.94,45.9,2.77,0.096,794.0,0.0,794.0,
HumanEval/147,adversarial,gemma-27b:cot,7,9,0,16,0.438,100.0,,1.0,1.88,47.15,2.29,0.02,2749.0,0.0,2749.0,
HumanEval/148,adversarial,gemma-27b:cot,5,1,0,6,0.833,88.0,,1.0,4.83,46.15,1.48,0.025,279.0,0.0,279.0,
HumanEval/149,adversarial,gemma-27b:cot,9,4,0,13,0.692,100.0,,1.0,2.0,51.01,1.29,0.055,299.0,0.0,299.0,
HumanEval/150,adversarial,gemma-27b:cot,4,0,0,4,1.0,63.0,,0.5,7.6,60.22,4.5,0.064,499.0,0.0,499.0,
HumanEval/151,adversarial,gemma-27b:cot,13,2,0,15,0.867,100.0,,1.0,2.0,45.83,2.07,0.009,217.0,0.0,217.0,
HumanEval/152,adversarial,gemma-27b:cot,8,1,0,9,0.889,94.0,,1.0,2.67,47.7,2.23,0.041,642.0,0.0,642.0,
HumanEval/153,adversarial,gemma-27b:cot,14,1,0,15,0.933,98.0,,1.0,2.0,48.87,1.15,0.035,0.0,0.0,0.0,
HumanEval/154,adversarial,gemma-27b:cot,19,1,0,20,0.95,100.0,,1.0,2.0,44.44,2.41,0.05,643.0,0.0,643.0,
HumanEval/155,adversarial,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.025,430.0,0.0,430.0,
HumanEval/156,adversarial,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,
HumanEval/157,adversarial,gemma-27b:cot,4,3,0,7,0.571,84.0,,1.0,4.86,60.31,3.18,0.072,396.0,0.0,396.0,
HumanEval/158,adversarial,gemma-27b:cot,14,1,0,15,0.933,100.0,,1.0,2.0,48.87,2.07,0.046,947.0,0.0,947.0,
HumanEval/159,adversarial,gemma-27b:cot,7,0,0,7,1.0,100.0,,0.2,4.57,44.97,1.14,0.039,527.0,0.0,527.0,
HumanEval/160,adversarial,gemma-27b:cot,11,5,0,16,0.688,100.0,,1.0,2.0,47.58,1.27,0.066,1610.0,0.0,1610.0,
HumanEval/161,adversarial,gemma-27b:cot,10,4,0,14,0.714,100.0,,1.0,2.0,49.91,1.53,0.093,1249.0,0.0,1249.0,
HumanEval/162,adversarial,gemma-27b:cot,3,5,0,8,0.375,100.0,,1.0,2.0,56.89,1.73,0.023,156.0,0.0,156.0,
HumanEval/163,adversarial,gemma-27b:cot,11,4,0,15,0.733,100.0,,1.0,2.0,48.87,2.82,0.163,599.0,0.0,599.0,
HumanEval/139,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,49.0,,0.0,2.57,74.73,4.53,0.328,3688.0,0.0,3688.0,
HumanEval/140,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,80.0,,1.0,4.0,57.39,1.21,0.06,223.0,0.0,223.0,
HumanEval/141,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,100.0,,0.25,7.0,49.86,1.18,0.022,797.0,0.0,797.0,
HumanEval/142,atomic_swarm,gemma-27b:cot,7,7,0,14,0.5,100.0,,1.0,1.86,47.0,1.84,0.017,1081.0,0.0,1081.0,
HumanEval/143,atomic_swarm,gemma-27b:cot,11,4,0,15,0.733,49.0,,1.0,2.95,57.78,7.3,0.229,974.0,0.0,974.0,
HumanEval/144,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,91.0,,1.0,6.67,48.59,2.38,0.027,656.0,0.0,656.0,
HumanEval/145,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,47.0,,1.0,1.5,76.87,2.95,0.31,1446.0,0.0,1446.0,
HumanEval/146,atomic_swarm,gemma-27b:cot,9,3,0,12,0.75,63.0,,1.0,3.0,60.03,5.92,0.217,592.0,0.0,592.0,
HumanEval/147,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,,1.0,4.67,68.48,4.71,0.299,4994.0,0.0,4994.0,
HumanEval/148,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,88.0,,0.25,3.33,58.14,0.86,0.025,320.0,0.0,320.0,
HumanEval/149,atomic_swarm,gemma-27b:cot,9,2,0,11,0.818,71.0,,1.0,2.2,69.17,3.95,0.33,883.0,0.0,883.0,
HumanEval/150,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,41.0,,0.25,3.11,67.84,7.1,0.252,530.0,0.0,530.0,
HumanEval/151,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,45.0,,0.167,3.67,73.66,3.87,0.369,258.0,0.0,258.0,
HumanEval/152,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,56.0,,0.0,2.17,75.36,4.77,0.413,345.0,0.0,345.0,
HumanEval/153,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,42.0,,1.0,4.0,74.63,2.7,0.446,2357.0,0.0,2357.0,
HumanEval/154,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,,1.0,2.4,82.98,2.35,0.474,2861.0,0.0,2861.0,
HumanEval/155,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,100.0,,0.4,2.0,65.94,1.0,0.151,2729.0,0.0,2729.0,
HumanEval/156,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,78.0,,1.0,4.25,75.59,2.16,0.311,226.0,0.0,226.0,
HumanEval/157,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,79.0,,0.2,1.33,73.54,4.36,0.408,222.0,0.0,222.0,
HumanEval/158,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,48.0,,0.0,3.6,76.49,3.47,0.144,2719.0,0.0,2719.0,
HumanEval/159,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,100.0,,0.2,2.0,66.92,0.38,0.067,3831.0,0.0,3831.0,
HumanEval/160,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,,1.0,3.8,69.21,3.19,0.457,1299.0,0.0,1299.0,
HumanEval/161,atomic_swarm,gemma-27b:cot,11,2,0,13,0.846,83.0,,1.0,2.29,67.12,2.89,0.099,385.0,0.0,385.0,
HumanEval/162,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,60.0,,0.0,2.0,86.58,2.91,0.401,415.0,0.0,415.0,
HumanEval/163,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,60.0,,1.0,3.0,79.67,3.91,0.437,1028.0,0.0,1028.0,
HumanEval/139,baseline,gemma-27b:cot,3,1,0,4,0.75,85.0,,1.0,2.8,78.09,3.07,0.33,3299.0,0.0,3299.0,
HumanEval/140,baseline,gemma-27b:cot,13,2,0,15,0.867,100.0,,1.0,2.0,48.28,2.36,0.051,4950.0,0.0,4950.0,
HumanEval/141,baseline,gemma-27b:cot,6,1,0,7,0.857,78.0,,1.0,4.88,64.43,2.95,0.438,804.0,0.0,804.0,
HumanEval/142,baseline,gemma-27b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,589.0,
HumanEval/143,baseline,gemma-27b:cot,8,4,0,12,0.667,84.0,,1.0,2.08,71.67,2.9,0.427,272.0,0.0,272.0,
HumanEval/144,baseline,gemma-27b:cot,13,1,0,14,0.929,92.0,,1.0,1.93,72.21,3.38,0.476,266.0,0.0,266.0,
HumanEval/145,baseline,gemma-27b:cot,6,6,0,12,0.5,77.0,,1.0,1.92,71.48,2.05,0.359,240.0,0.0,240.0,
HumanEval/146,baseline,gemma-27b:cot,13,3,0,16,0.812,84.0,,1.0,2.24,63.58,3.92,0.275,241.0,0.0,241.0,
HumanEval/147,baseline,gemma-27b:cot,4,8,0,12,0.333,88.0,,1.0,2.31,73.43,2.71,0.43,293.0,0.0,293.0,
HumanEval/148,baseline,gemma-27b:cot,11,1,0,12,0.917,85.0,,1.0,2.08,75.6,2.38,0.587,2953.0,0.0,2953.0,
HumanEval/149,baseline,gemma-27b:cot,8,4,0,12,0.667,79.0,,1.0,2.08,78.24,2.05,0.504,3096.0,0.0,3096.0,
HumanEval/150,baseline,gemma-27b:cot,5,0,0,5,1.0,79.0,,0.25,6.75,58.29,6.0,0.257,2593.0,0.0,2593.0,
HumanEval/151,baseline,gemma-27b:cot,15,0,0,15,1.0,84.0,,0.167,2.25,66.73,3.2,0.376,262.0,0.0,262.0,
HumanEval/152,baseline,gemma-27b:cot,11,0,0,11,1.0,97.0,,0.0,2.0,77.58,3.0,0.589,1473.0,0.0,1473.0,
HumanEval/153,baseline,gemma-27b:cot,10,1,0,11,0.909,76.0,,1.0,2.33,73.94,2.04,0.492,396.0,0.0,396.0,
HumanEval/154,baseline,gemma-27b:cot,0,1,0,1,0.0,49.0,,1.0,18.0,63.67,2.88,0.37,248.0,0.0,248.0,
HumanEval/155,baseline,gemma-27b:cot,13,0,0,13,1.0,100.0,,0.4,2.0,50.29,2.45,0.027,1166.0,0.0,1166.0,
HumanEval/156,baseline,gemma-27b:cot,1,0,0,1,1.0,90.0,,0.0,30.5,50.57,4.37,0.174,972.0,0.0,972.0,
HumanEval/157,baseline,gemma-27b:cot,5,2,0,7,0.714,89.0,,1.0,3.88,69.56,3.91,0.34,2038.0,0.0,2038.0,
HumanEval/158,baseline,gemma-27b:cot,14,0,0,14,1.0,84.0,,0.0,2.27,67.19,3.33,0.354,235.0,0.0,235.0,
HumanEval/159,baseline,gemma-27b:cot,13,3,0,16,0.812,100.0,,1.0,2.0,47.9,1.14,0.029,420.0,0.0,420.0,
HumanEval/160,baseline,gemma-27b:cot,11,4,0,15,0.733,88.0,,1.0,2.44,69.38,2.58,0.451,329.0,0.0,329.0,
HumanEval/161,baseline,gemma-27b:cot,14,1,0,15,0.933,83.0,,1.0,2.25,65.03,2.95,0.33,227.0,0.0,227.0,
HumanEval/162,baseline,gemma-27b:cot,4,4,0,8,0.5,80.0,,1.0,2.0,77.51,2.64,0.34,344.0,0.0,344.0,
HumanEval/163,baseline,gemma-27b:cot,9,2,0,11,0.818,95.0,,1.0,2.25,73.26,3.55,0.391,725.0,0.0,725.0,
HumanEval/139,coa,gemma-27b:cot,9,1,0,10,0.9,64.0,,1.0,2.29,65.8,5.93,0.22,616.0,0.0,616.0,
HumanEval/140,coa,gemma-27b:cot,17,4,0,21,0.81,97.0,,1.0,2.0,55.53,3.86,0.029,392.0,0.0,392.0,
HumanEval/141,coa,gemma-27b:cot,16,0,0,16,1.0,100.0,,0.25,3.56,48.08,2.95,0.007,345.0,0.0,345.0,
HumanEval/142,coa,gemma-27b:cot,4,5,0,9,0.444,98.0,,1.0,1.9,67.95,1.53,0.038,3762.0,0.0,3762.0,
HumanEval/143,coa,gemma-27b:cot,8,4,0,12,0.667,46.0,,1.0,3.17,60.35,6.7,0.25,2410.0,0.0,2410.0,
HumanEval/144,coa,gemma-27b:cot,8,1,0,9,0.889,98.0,,1.0,3.33,59.33,3.62,0.024,3333.0,0.0,3333.0,
HumanEval/145,coa,gemma-27b:cot,8,4,0,12,0.667,70.0,,1.0,1.75,71.22,3.4,0.261,245.0,0.0,245.0,
HumanEval/146,coa,gemma-27b:cot,16,1,0,17,0.941,92.0,,1.0,1.91,55.16,4.15,0.082,661.0,0.0,661.0,
HumanEval/147,coa,gemma-27b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,0.0,1184.0,
HumanEval/148,coa,gemma-27b:cot,10,3,0,13,0.769,98.0,,1.0,2.85,57.09,2.43,0.033,2251.0,0.0,2251.0,
HumanEval/149,coa,gemma-27b:cot,16,2,0,18,0.889,81.0,,1.0,2.1,70.54,3.81,0.325,883.0,0.0,883.0,
HumanEval/150,coa,gemma-27b:cot,6,0,0,6,1.0,54.0,,0.0,5.38,44.81,10.0,0.156,344.0,0.0,344.0,
HumanEval/151,coa,gemma-27b:cot,13,1,0,14,0.929,100.0,,1.0,1.79,62.64,2.6,0.079,5552.0,0.0,5552.0,
HumanEval/152,coa,gemma-27b:cot,12,1,0,13,0.923,88.0,,1.0,1.87,71.62,6.08,0.356,7967.0,0.0,7967.0,
HumanEval/153,coa,gemma-27b:cot,10,3,0,13,0.769,62.0,,1.0,2.56,69.51,3.63,0.353,1689.0,0.0,1689.0,
HumanEval/154,coa,gemma-27b:cot,12,4,0,16,0.75,66.0,,1.0,2.11,69.54,4.12,0.324,1875.0,0.0,1875.0,
HumanEval/155,coa,gemma-27b:cot,13,2,0,15,0.867,98.0,,1.0,2.0,62.12,3.64,0.065,1569.0,0.0,1569.0,
HumanEval/156,coa,gemma-27b:cot,13,1,0,14,0.929,100.0,,1.0,4.5,57.56,3.89,0.089,5789.0,0.0,5789.0,
HumanEval/157,coa,gemma-27b:cot,6,3,0,9,0.667,88.0,,1.0,3.5,65.35,5.73,0.267,3828.0,0.0,3828.0,
HumanEval/158,coa,gemma-27b:cot,17,0,0,17,1.0,69.0,,0.0,2.63,61.95,5.87,0.232,489.0,0.0,489.0,
HumanEval/159,coa,gemma-27b:cot,15,0,0,15,1.0,93.0,,0.4,2.47,56.24,1.72,0.05,2380.0,0.0,2380.0,
HumanEval/160,coa,gemma-27b:cot,7,3,0,10,0.7,100.0,,1.0,1.6,58.55,1.92,0.038,2136.0,0.0,2136.0,
HumanEval/161,coa,gemma-27b:cot,12,0,0,12,1.0,98.0,,0.667,2.0,67.31,1.79,0.098,233.0,0.0,233.0,
HumanEval/162,coa,gemma-27b:cot,2,7,0,9,0.222,69.0,,1.0,1.67,77.66,5.55,0.226,521.0,0.0,521.0,
HumanEval/163,coa,gemma-27b:cot,9,3,0,12,0.75,90.0,,1.0,2.23,72.17,4.91,0.274,1965.0,0.0,1965.0,
HumanEval/139,competitive,gemma-27b:cot,0,0,0,0,0.0,22.0,,1.0,0.0,100.0,0.07,0.102,0.0,0.0,0.0,
HumanEval/140,competitive,gemma-27b:cot,0,0,0,0,0.0,25.0,,1.0,0.0,100.0,0.07,0.12,0.0,0.0,0.0,
