task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/156,baseline,gemma-4-2b:few_shot,0,3,0,3,0.0,33.01,0.0,0.0,11.0,52.34,4.16,0.201,28,1,3,0.0,0.692,529,1245,1774
HumanEval/147,baseline,gemma-4-2b:few_shot,10,0,0,10,1.0,60.71,16.67,0.0,2.31,65.35,2.65,0.285,11,3,3,0.0,0.775,839,2334,3173
HumanEval/148,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,14.29,0.0,0.0,5.0,84.39,1.29,0.883,0,0,0,1.0,0.0,4038,365,4403
HumanEval/147,baseline,gemma-4-2b:zero_shot,3,6,0,9,0.333,62.22,10.0,0.0,2.4,77.16,2.35,0.47,9,0,3,0.0,0.625,235,550,785
HumanEval/163,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,21.05,0.0,0.0,4.0,92.96,1.45,0.775,0,0,0,1.0,0.0,4919,6921,11840
HumanEval/141,adversarial,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.237,0,0,0,1.0,0.0,2761,6740,9501
HumanEval/145,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,20.83,0.0,0.0,1.0,96.99,0.85,0.685,0,0,0,1.0,0.0,1889,200,2089
HumanEval/154,actor_critic,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.192,0,0,0,1.0,0.0,5511,3100,8611
HumanEval/157,adversarial,gemma-4-2b:scot,4,2,0,6,0.667,82.86,83.0,0.0,4.0,71.85,3.64,0.374,24,1,3,0.0,0.692,1834,2471,4305
HumanEval/160,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,18.18,0.0,0.0,3.0,62.29,1.08,0.92,0,0,0,1.0,0.0,4358,289,4647
HumanEval/152,baseline,gemma-4-2b:zero_shot,8,2,0,10,0.8,81.25,0.0,0.0,2.0,78.63,2.85,0.598,16,2,3,0.0,0.733,863,1388,2251
HumanEval/155,adversarial,gemma-4-2b:scot,6,3,0,9,0.667,71.11,33.33,0.0,1.9,71.37,3.36,0.296,9,1,4,0.0,0.717,520,1525,2045
HumanEval/163,hybrid,gemma-4-2b:few_shot,4,2,0,6,0.667,66.3,25.0,0.0,7.89,45.29,8.09,0.188,26,3,3,0.5,0.65,1846,1900,3746
HumanEval/147,actor_critic,gemma-4-2b:few_shot,5,14,0,19,0.263,75.38,20.0,0.0,2.2,67.5,3.65,0.329,17,0,3,0.105,0.624,3928,3205,7133
HumanEval/144,adversarial,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,2.0,57.79,2.62,0.034,20,0,3,0.188,0.603,197,480,677
HumanEval/148,adversarial,gemma-4-2b:zero_shot,10,16,0,26,0.385,11.2,1.79,0.0,28.5,52.66,5.1,0.369,2,0,4,0.0,0.5,787,2507,3294
HumanEval/151,hybrid,gemma-4-2b:few_shot,19,6,0,25,0.76,85.06,50.0,0.0,2.14,57.85,5.4,0.229,25,2,3,0.0,0.733,1605,1155,2760
HumanEval/146,adversarial,gemma-4-2b:zero_shot,10,3,0,13,0.769,75.47,40.0,0.0,2.29,67.82,3.23,0.32,12,2,3,0.0,0.733,855,959,1814
HumanEval/148,actor_critic,gemma-4-2b:few_shot,9,7,0,16,0.562,77.19,33.33,0.0,2.12,70.97,2.76,0.512,9,0,3,0.188,0.578,2568,1851,4419
HumanEval/163,baseline,gemma-4-2b:scot,3,2,0,5,0.6,65.79,0.0,0.0,4.17,67.18,6.18,0.181,11,0,3,0.0,0.65,582,2252,2834
HumanEval/140,baseline,gemma-4-2b:zero_shot,6,5,0,11,0.545,66.0,25.0,0.0,2.17,71.59,3.29,0.364,11,1,3,0.0,0.692,751,3070,3821
HumanEval/154,hybrid,gemma-4-2b:scot,6,5,0,11,0.545,76.39,57.14,0.0,3.33,62.34,3.24,0.371,27,1,3,0.0,0.692,1093,742,1835
HumanEval/153,adversarial,gemma-4-2b:few_shot,13,4,0,17,0.765,71.74,38.89,0.0,2.3,61.46,2.93,0.443,0,0,0,1.0,0.0,688,1508,2196
HumanEval/148,hybrid,gemma-4-2b:scot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.428,0,0,0,1.0,0.0,4767,5359,10126
HumanEval/160,adversarial,gemma-4-2b:few_shot,0,35,0,35,0.0,43.4,8.33,0.0,2.33,75.39,3.65,0.386,3,1,5,0.333,0.533,436,1753,2189
HumanEval/156,adversarial,gemma-4-2b:zero_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.138,0,0,0,1.0,0.0,329,4093,4422
HumanEval/153,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,9.8,0.0,0.0,4.5,55.6,0.74,0.038,0,0,0,1.0,0.0,3097,1551,4648
HumanEval/158,consensus,gemma-4-2b:scot,12,1,0,13,0.923,67.21,33.33,0.0,2.29,68.37,3.2,0.377,12,2,3,0.077,0.714,2405,759,3164
HumanEval/158,baseline,gemma-4-2b:few_shot,10,0,0,10,1.0,73.33,50.0,0.667,2.23,68.47,3.27,0.348,10,3,3,0.0,0.775,1717,1351,3068
HumanEval/151,actor_critic,gemma-4-2b:scot,3,0,0,3,1.0,68.97,50.0,0.5,2.75,87.18,1.47,0.699,3,0,3,0.0,0.475,1364,753,2117
HumanEval/157,baseline,gemma-4-2b:zero_shot,0,0,10,10,0.0,53.57,54.0,0.0,1.91,78.74,3.0,0.414,10,1,3,0.2,0.642,168,547,715
HumanEval/149,adversarial,gemma-4-2b:few_shot,8,0,0,8,1.0,84.38,50.0,0.25,2.11,82.95,1.67,0.578,8,2,3,0.0,0.683,850,2098,2948
HumanEval/161,consensus,gemma-4-2b:scot,9,3,0,12,0.75,75.44,40.0,0.0,2.38,70.54,2.53,0.341,15,1,3,0.0,0.692,2478,2633,5111
HumanEval/157,adversarial,gemma-4-2b:few_shot,15,1,0,16,0.938,91.8,100.0,0.0,2.53,61.43,6.27,0.258,28,4,3,0.0,0.817,843,1550,2393
HumanEval/140,hybrid,gemma-4-2b:few_shot,12,4,0,16,0.75,70.97,40.0,0.0,3.26,50.0,6.36,0.21,33,2,3,0.0,0.733,1206,1089,2295
HumanEval/146,hybrid,gemma-4-2b:zero_shot,21,13,0,34,0.618,69.7,50.0,0.0,2.75,77.9,4.69,0.307,5,0,4,0.333,0.492,3973,7043,11016
HumanEval/151,hybrid,gemma-4-2b:zero_shot,14,4,0,18,0.778,79.37,40.0,0.0,2.21,63.03,3.6,0.332,18,2,3,0.0,0.733,1542,878,2420
HumanEval/161,adversarial,gemma-4-2b:scot,9,0,0,9,1.0,71.43,40.0,0.667,2.2,73.51,2.11,0.417,8,1,3,0.0,0.642,954,2462,3416
HumanEval/154,actor_critic,gemma-4-2b:few_shot,0,0,1,1,0.0,,,0.0,0.0,0.0,0.0,0.159,0,0,0,1.0,0.0,2332,551,2883
HumanEval/156,consensus,gemma-4-2b:scot,0,0,0,0,0.0,10.0,0.0,0.0,4.5,79.0,1.84,0.335,0,0,0,1.0,0.0,5393,1882,7275
HumanEval/144,hybrid,gemma-4-2b:few_shot,5,10,0,15,0.333,66.22,0.0,0.0,3.38,60.54,5.69,0.31,35,1,3,0.0,0.692,5580,7306,12886
HumanEval/150,adversarial,gemma-4-2b:scot,9,3,0,12,0.75,76.47,0.0,0.0,2.69,64.29,4.6,0.325,19,1,3,0.0,0.692,2150,2739,4889
HumanEval/155,adversarial,gemma-4-2b:few_shot,16,0,0,16,1.0,83.33,50.0,0.4,2.63,55.26,6.64,0.164,28,4,3,0.0,0.817,788,2083,2871
HumanEval/149,hybrid,gemma-4-2b:few_shot,16,4,0,20,0.8,92.65,50.0,0.0,2.45,62.19,3.43,0.365,26,3,3,0.15,0.738,1692,1830,3522
HumanEval/157,actor_critic,gemma-4-2b:scot,11,12,0,23,0.478,96.61,97.0,0.0,2.17,60.22,5.82,0.271,22,1,3,0.087,0.67,1404,1577,2981
HumanEval/149,consensus,gemma-4-2b:scot,0,0,0,0,0.0,31.25,0.0,0.0,3.0,63.47,0.9,0.827,0,0,0,1.0,0.0,2443,1909,4352
HumanEval/149,consensus,gemma-4-2b:few_shot,0,0,0,0,0.0,31.25,0.0,0.0,3.0,63.47,0.9,0.827,0,0,0,1.0,0.0,4316,2160,6476
HumanEval/160,baseline,gemma-4-2b:zero_shot,0,11,0,11,0.0,71.7,25.0,0.0,1.83,76.92,2.19,0.615,10,1,4,0.0,0.742,502,1365,1867
HumanEval/147,consensus,gemma-4-2b:zero_shot,0,0,0,0,0.0,18.52,0.0,0.0,6.0,83.77,1.29,0.685,0,0,0,1.0,0.0,1969,293,2262
HumanEval/160,actor_critic,gemma-4-2b:zero_shot,4,14,0,18,0.222,82.54,33.33,0.0,1.84,71.21,2.65,0.498,23,2,4,0.0,0.783,2937,3932,6869
HumanEval/160,actor_critic,gemma-4-2b:few_shot,4,7,0,11,0.364,46.91,14.29,0.0,3.42,64.87,3.04,0.398,27,1,4,0.0,0.742,7315,6221,13536
HumanEval/139,consensus,gemma-4-2b:zero_shot,2,2,0,4,0.5,58.14,25.0,0.0,4.0,76.31,2.4,0.423,12,1,3,0.0,0.692,8556,6611,15167
HumanEval/146,actor_critic,gemma-4-2b:few_shot,17,5,0,22,0.773,80.85,50.0,0.0,2.76,51.99,6.38,0.194,35,3,3,0.0,0.775,11979,13535,25514
HumanEval/153,hybrid,gemma-4-2b:zero_shot,12,10,0,22,0.545,50.0,27.78,0.0,2.6,74.54,2.89,0.399,6,0,4,0.25,0.537,14206,14719,28925
HumanEval/152,consensus,gemma-4-2b:scot,12,0,0,12,1.0,83.33,0.0,0.0,2.0,76.0,3.15,0.553,15,2,3,0.0,0.733,17054,17546,34600
HumanEval/142,consensus,gemma-4-2b:scot,5,7,0,12,0.417,76.79,50.0,0.0,2.15,71.4,2.21,0.573,8,2,3,0.25,0.621,19942,18308,38250
HumanEval/157,consensus,gemma-4-2b:scot,2,4,0,6,0.333,75.68,76.0,0.0,4.25,69.56,3.82,0.346,0,0,0,1.0,0.0,24121,20755,44876
HumanEval/163,actor_critic,gemma-4-2b:scot,0,4,0,4,0.0,50.0,0.0,0.0,3.2,80.03,2.64,0.491,14,0,3,0.0,0.65,26118,22325,48443
HumanEval/142,hybrid,gemma-4-2b:zero_shot,2,12,0,14,0.143,78.33,50.0,0.0,2.13,68.69,2.42,0.51,13,2,3,0.0,0.733,27921,23122,51043
HumanEval/148,hybrid,gemma-4-2b:few_shot,13,6,0,19,0.684,76.92,33.33,0.0,2.32,62.12,3.62,0.438,19,2,3,0.053,0.72,29430,24135,53565
HumanEval/147,consensus,gemma-4-2b:scot,0,0,0,0,0.0,18.52,0.0,0.0,6.0,83.77,1.29,0.685,0,0,0,1.0,0.0,31418,24428,55846
HumanEval/156,consensus,gemma-4-2b:few_shot,0,4,0,4,0.0,54.65,0.0,0.0,10.0,52.74,3.95,0.196,30,1,3,0.0,0.692,35824,27685,63509
