task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,execution_time,generation_status,generation_error_type,generation_error_message,generation_attempts
HumanEval/139,baseline,gemma-4-4b:scot,0,0,0,0,0,12.0,0.0,0.0,4.0,91.85,1.27,0.759,0,0,0,1.0,0.0,231,448,679,6.34,ok,,,1
HumanEval/163,hybrid,gemma-4-4b:zero_shot,14,3,0,17,0.824,92.31,100.0,0.0,2.25,80.43,5.0,0.291,4,0,4,0.667,0.383,2463,3261,5724,44.75,ok,,,1
HumanEval/140,hybrid,gemma-4-4b:few_shot,14,8,0,22,0.636,91.01,78.57,0.0,2.16,54.63,5.86,0.222,22,2,3,0.0,0.733,2287,2782,6197,36.59,ok,,,1
HumanEval/146,hybrid,gemma-4-4b:scot,8,2,0,10,0.8,68.97,60.0,0.0,4.0,84.29,4.08,0.274,2,0,4,0.0,0.5,1057,2634,3691,37.1,ok,,,1
HumanEval/162,consensus,gemma-4-4b:few_shot,0,0,1,1,0.0,,,0.0,2.0,72.76,1.55,0.137,5,1,3,0.0,0.567,2565,2467,8870,37.87,ok,,,1
HumanEval/163,adversarial,gemma-4-4b:few_shot,7,1,0,8,0.875,80.88,100.0,0.0,4.36,60.28,6.18,0.041,28,3,3,0.0,0.775,508,1126,1634,18.27,ok,,,1
HumanEval/159,baseline,gemma-4-4b:scot,0,0,0,0,0,20.0,0.0,0.0,2.0,46.83,1.03,0.905,0,0,0,1.0,0.0,441,774,1215,10.37,ok,,,1
HumanEval/150,consensus,gemma-4-4b:scot,4,0,2,6,0.667,85.29,100.0,0.0,2.71,77.28,2.9,0.428,11,1,3,0.0,0.692,2522,2465,4987,39.98,ok,,,1
HumanEval/141,baseline,gemma-4-4b:few_shot,6,1,0,7,0.857,53.49,35.71,0.0,4.25,67.11,2.77,0.487,17,1,3,0.0,0.692,461,835,1296,11.26,ok,,,1
HumanEval/159,baseline,gemma-4-4b:few_shot,4,1,0,5,0.8,82.76,50.0,0.0,2.5,77.22,1.55,0.755,10,1,3,0.2,0.642,538,585,1123,8.03,ok,,,1
HumanEval/159,actor_critic,gemma-4-4b:few_shot,0,0,0,0,0,17.65,0.0,0.0,2.0,60.21,1.14,0.884,0,0,0,1.0,0.0,941,1375,2316,18.81,ok,,,1
HumanEval/155,consensus,gemma-4-4b:zero_shot,0,0,1,1,0.0,19.23,0.0,0.0,2.5,89.33,1.73,0.486,0,0,3,0.0,0.4,2590,2375,4965,38.83,ok,,,1
HumanEval/160,adversarial,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.92,50.98,1.81,0.038,33,1,4,0.0,0.742,544,1068,1612,17.96,ok,,,1
HumanEval/149,adversarial,gemma-4-4b:few_shot,0,0,0,0,0,21.43,0.0,0.0,3.0,54.68,0.86,0.832,0,0,0,1.0,0.0,682,811,1493,14.58,ok,,,1
HumanEval/152,baseline,gemma-4-4b:zero_shot,10,0,0,10,1.0,92.86,100.0,0.0,2.0,98.41,2.62,0.684,2,0,4,0.0,0.5,291,645,936,8.72,ok,,,1
HumanEval/154,baseline,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,4.36,58.38,3.53,0.327,0,0,0,1.0,0.0,190,828,1018,11.12,ok,,,1
HumanEval/140,consensus,gemma-4-4b:few_shot,7,8,0,15,0.467,82.98,25.0,0.0,2.0,69.69,3.29,0.338,14,1,3,0.0,0.692,2392,2732,6205,35.72,ok,,,1
HumanEval/153,adversarial,gemma-4-4b:scot,14,5,0,19,0.737,68.42,65.0,0.0,5.5,79.55,3.33,0.364,2,1,4,0.0,0.542,928,2762,13908,25.69,ok,,,1
HumanEval/142,consensus,gemma-4-4b:scot,2,11,0,13,0.154,76.27,50.0,0.0,2.27,63.87,2.47,0.495,0,0,0,1.0,0.0,3040,3203,6243,49.31,ok,,,1
HumanEval/151,baseline,gemma-4-4b:few_shot,0,1,0,1,0.0,44.12,50.0,0.0,8.5,81.14,1.87,0.512,12,1,3,0.0,0.692,380,494,874,6.95,ok,,,1
HumanEval/139,adversarial,gemma-4-4b:few_shot,2,1,0,3,0.667,70.73,75.0,0.0,4.75,78.24,2.33,0.416,9,1,3,0.0,0.667,482,604,1086,11.9,ok,,,1
HumanEval/144,adversarial,gemma-4-4b:few_shot,14,1,0,15,0.933,93.33,100.0,0.0,2.28,64.41,5.15,0.36,29,2,3,0.0,0.733,594,1055,1649,17.67,ok,,,1
HumanEval/143,baseline,gemma-4-4b:scot,0,0,0,0,0,10.34,0.0,0.0,3.0,85.2,1.5,0.792,0,0,0,1.0,0.0,293,581,874,8.1,ok,,,1
HumanEval/154,hybrid,gemma-4-4b:zero_shot,38,6,0,44,0.864,64.44,42.86,0.0,2.5,74.87,4.76,0.306,5,0,4,0.667,0.408,2266,2721,4987,38.2,ok,,,1
HumanEval/149,baseline,gemma-4-4b:scot,0,0,0,0,0,14.29,0.0,0.0,3.0,76.57,1.0,0.813,0,0,0,1.0,0.0,331,640,971,8.82,ok,,,1
HumanEval/142,adversarial,gemma-4-4b:few_shot,1,3,0,4,0.25,56.25,50.0,0.0,4.2,72.96,1.89,0.404,4,2,3,0.0,0.583,778,1835,5254,22.12,ok,,,1
HumanEval/158,adversarial,gemma-4-4b:few_shot,2,1,0,3,0.667,73.63,64.29,0.0,9.5,52.6,5.27,0.238,44,3,3,0.0,0.775,532,1325,1857,20.88,ok,,,1
HumanEval/147,hybrid,gemma-4-4b:few_shot,4,0,0,4,1.0,48.84,16.67,0.0,2.57,78.46,2.35,0.476,5,2,3,0.0,0.608,1578,1600,3178,24.43,ok,,,1
HumanEval/157,adversarial,gemma-4-4b:scot,2,5,0,7,0.286,69.39,69.0,0.0,3.67,64.66,5.0,0.289,0,0,0,1.0,0.0,417,1033,1450,17.31,ok,,,1
HumanEval/157,actor_critic,gemma-4-4b:zero_shot,2,5,0,7,0.286,79.07,79.0,0.0,3.67,65.78,4.45,0.318,0,0,0,1.0,0.0,5078,3152,8230,43.89,ok,,,1
HumanEval/142,hybrid,gemma-4-4b:zero_shot,7,21,0,28,0.25,72.0,50.0,0.0,2.43,67.9,4.74,0.456,7,0,4,0.833,0.417,2777,3823,9299,45.09,ok,,,1
HumanEval/160,adversarial,gemma-4-4b:scot,0,0,0,0,0,8.11,0.0,0.0,9.0,79.73,1.46,0.688,0,0,0,1.0,0.0,623,1887,2510,27.84,ok,,,1
HumanEval/148,adversarial,gemma-4-4b:zero_shot,8,3,0,11,0.727,85.71,66.67,0.0,2.08,75.23,2.43,0.583,10,1,3,0.0,0.692,534,1089,1623,17.91,ok,,,1
HumanEval/160,actor_critic,gemma-4-4b:zero_shot,4,6,0,10,0.4,70.37,70.0,0.0,3.75,62.8,3.23,0.389,34,1,4,0.0,0.742,1545,1248,2793,17.29,ok,,,1
HumanEval/150,actor_critic,gemma-4-4b:scot,0,0,0,0,0,16.67,0.0,0.0,4.0,95.14,1.3,0.679,0,0,0,1.0,0.0,410,1323,1733,18.14,ok,,,1
HumanEval/139,consensus,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,3.75,66.84,1.4,0.061,13,1,4,0.0,0.742,1618,1412,3030,26.82,ok,,,1
HumanEval/157,consensus,gemma-4-4b:zero_shot,0,7,0,7,0.0,64.15,64.0,0.0,5.89,57.65,5.36,0.252,0,0,0,1.0,0.0,3464,3994,7458,58.58,ok,,,1
HumanEval/154,actor_critic,gemma-4-4b:few_shot,0,4,0,4,0.0,23.53,0.0,0.0,2.83,81.19,2.0,0.579,5,2,3,0.0,0.608,3332,3648,11490,34.08,ok,,,1
HumanEval/141,consensus,gemma-4-4b:few_shot,21,9,0,30,0.7,48.48,35.71,0.0,6.5,73.92,3.41,0.5,2,1,4,0.0,0.542,4689,5177,12764,49.76,ok,,,1
HumanEval/155,baseline,gemma-4-4b:few_shot,5,2,0,7,0.714,83.33,75.0,0.0,3.4,61.57,4.82,0.222,20,3,3,0.0,0.775,303,710,1013,9.52,ok,,,1
HumanEval/139,baseline,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,3.6,78.05,1.93,0.052,16,1,4,0.0,0.742,152,534,686,7.33,ok,,,1
HumanEval/155,adversarial,gemma-4-4b:scot,0,0,0,0,0,13.04,0.0,0.0,3.0,94.06,1.45,0.53,0,0,0,1.0,0.0,1148,1471,7536,20.31,ok,,,1
HumanEval/161,adversarial,gemma-4-4b:zero_shot,19,1,0,20,0.95,73.17,60.0,0.0,2.4,76.0,3.63,0.32,6,0,4,0.25,0.537,340,854,1194,15.0,ok,,,1
HumanEval/139,adversarial,gemma-4-4b:scot,0,0,0,0,0,10.34,0.0,0.0,5.0,91.04,1.4,0.678,0,0,0,1.0,0.0,550,1740,6285,19.31,ok,,,1
HumanEval/158,hybrid,gemma-4-4b:zero_shot,27,13,0,40,0.675,84.29,71.43,0.0,2.33,60.2,10.93,0.188,12,0,4,0.909,0.473,2753,4773,8436,52.15,ok,,,1
HumanEval/152,actor_critic,gemma-4-4b:zero_shot,14,3,0,17,0.824,92.86,100.0,0.0,2.0,97.24,3.15,0.6,2,1,4,0.0,0.542,1432,1120,5565,12.61,ok,,,1
HumanEval/146,adversarial,gemma-4-4b:scot,0,0,0,0,0,12.0,0.0,0.0,6.0,89.55,1.15,0.699,0,0,0,1.0,0.0,603,1738,8061,24.33,ok,,,1
HumanEval/139,hybrid,gemma-4-4b:few_shot,10,3,0,13,0.769,88.1,83.33,0.0,2.81,60.03,5.07,0.215,23,4,4,0.0,0.867,1508,2282,3790,32.8,ok,,,1
HumanEval/163,consensus,gemma-4-4b:zero_shot,0,0,0,0,0,23.53,0.0,0.0,3.0,68.59,0.82,0.226,0,0,0,1.0,0.0,2579,2123,4702,35.7,ok,,,1
HumanEval/148,hybrid,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.4,78.56,3.76,0.482,5,0,4,0.75,0.388,2615,3924,7350,37.78,ok,,,1
HumanEval/143,adversarial,gemma-4-4b:few_shot,8,4,0,12,0.667,94.59,100.0,0.0,2.67,64.68,3.75,0.347,20,2,3,0.0,0.733,606,1194,1800,19.49,ok,,,1
HumanEval/146,actor_critic,gemma-4-4b:few_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.192,0,0,0,1.0,0.0,3620,3721,11024,43.1,ok,,,1
HumanEval/155,consensus,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,0,0,0,0.203,0,0,0,1.0,0.0,4111,5574,13063,47.54,ok,,,1
HumanEval/158,baseline,gemma-4-4b:few_shot,1,2,0,3,0.333,57.3,64.29,0.0,9.33,52.47,5.13,0.221,44,3,3,0.0,0.775,353,1160,1513,15.19,ok,,,1
HumanEval/142,actor_critic,gemma-4-4b:few_shot,0,0,0,0,0,9.68,0.0,0.0,5.0,88.25,1.0,0.956,0,0,0,1.0,0.0,682,770,1452,11.37,ok,,,1
HumanEval/152,consensus,gemma-4-4b:zero_shot,0,0,0,0,0,36.36,0.0,0.0,2.0,78.02,0.46,0.142,0,0,0,1.0,0.0,2667,1417,4084,35.35,ok,,,1
HumanEval/143,actor_critic,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,0,0,0,0.099,0,0,0,1.0,0.0,3861,5415,9276,49.35,ok,,,1
HumanEval/160,hybrid,gemma-4-4b:scot,0,10,0,10,0.0,68.66,60.0,0.0,3.33,67.16,2.69,0.397,0,0,0,1.0,0.0,739,1040,1779,46.92,ok,,,1
HumanEval/140,actor_critic,gemma-4-4b:few_shot,2,11,0,13,0.154,89.66,80.0,0.0,2.21,66.5,3.79,0.326,12,1,3,0.0,0.692,2793,2582,5375,24.57,ok,,,1
HumanEval/139,hybrid,gemma-4-4b:scot,3,1,0,4,0.75,79.55,75.0,0.0,2.67,77.41,3.6,0.238,10,1,4,0.0,0.742,1167,3273,8417,32.91,ok,,,1
HumanEval/147,consensus,gemma-4-4b:few_shot,0,0,0,0,0,15.38,0.0,0.0,6.0,83.77,1.29,0.685,0,0,0,1.0,0.0,2304,1441,3745,35.81,ok,,,1
HumanEval/150,actor_critic,gemma-4-4b:few_shot,3,0,0,3,1.0,94.23,100.0,0.25,9.25,61.39,4.7,0.27,31,1,3,0.0,0.692,2888,1080,36733,14.95,ok,,,1
HumanEval/151,hybrid,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.33,73.95,2.47,0.443,0,0,0,1.0,0.0,1444,2773,5341,31.53,ok,,,1
HumanEval/160,baseline,gemma-4-4b:zero_shot,5,8,0,13,0.385,89.55,85.71,0.0,2.13,71.09,2.54,0.415,17,2,4,0.0,0.783,271,1045,1316,14.04,ok,,,1
HumanEval/146,actor_critic,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,2.24,63.09,3.69,0.279,0,0,0,1.0,0.0,1076,867,1943,12.53,ok,,,1
HumanEval/155,actor_critic,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.213,0,0,0,1.0,0.0,989,836,1825,11.78,ok,,,1
HumanEval/154,hybrid,gemma-4-4b:scot,12,3,0,15,0.8,56.76,42.86,0.0,3.0,87.39,2.35,0.478,2,0,4,0.0,0.5,1213,2995,4208,29.21,ok,,,1
HumanEval/151,hybrid,gemma-4-4b:zero_shot,22,2,0,24,0.917,73.53,50.0,0.0,2.6,81.96,4.53,0.328,3,0,4,0.75,0.338,2562,3394,9218,41.9,ok,,,1
HumanEval/154,consensus,gemma-4-4b:scot,24,4,0,28,0.857,57.89,42.86,0.0,3.0,83.86,3.18,0.399,2,0,4,0.0,0.5,2537,1751,4288,42.56,ok,,,1
HumanEval/163,hybrid,gemma-4-4b:scot,6,0,0,6,1.0,100.0,100.0,0.75,2.0,93.08,2.45,0.167,6,0,4,0.0,0.6,1090,4295,6329,48.1,ok,,,1
HumanEval/145,hybrid,gemma-4-4b:scot,1,11,0,12,0.083,78.0,50.0,0.0,2.07,68.71,2.2,0.342,0,0,0,1.0,0.0,1365,1437,2802,33.79,ok,,,1
HumanEval/161,hybrid,gemma-4-4b:scot,6,2,0,8,0.75,65.62,60.0,0.0,3.0,88.35,1.89,0.478,2,0,4,0.0,0.5,715,1253,1968,28.48,ok,,,1
HumanEval/142,baseline,gemma-4-4b:scot,0,0,0,0,0,9.68,0.0,0.0,5.0,88.01,1.0,0.949,0,0,0,1.0,0.0,305,765,1070,10.5,ok,,,1
HumanEval/144,consensus,gemma-4-4b:few_shot,0,13,0,13,0.0,73.44,73.0,0.0,2.0,62.78,5.23,0.374,14,0,4,0.0,0.7,3069,3266,6335,49.95,ok,,,1
HumanEval/145,baseline,gemma-4-4b:few_shot,1,6,0,7,0.143,71.79,50.0,0.0,2.0,78.42,1.65,0.418,7,1,3,0.0,0.617,358,549,907,7.6,ok,,,1
HumanEval/161,actor_critic,gemma-4-4b:scot,0,0,0,0,0,10.71,0.0,0.0,4.0,89.78,1.05,0.756,0,0,0,1.0,0.0,462,538,1000,8.37,ok,,,1
HumanEval/147,consensus,gemma-4-4b:zero_shot,0,0,0,0,0,15.38,0.0,0.0,6.0,83.77,1.29,0.685,0,0,0,1.0,0.0,2478,2025,4503,34.45,ok,,,1
HumanEval/147,hybrid,gemma-4-4b:scot,0,0,1,1,0.0,,,0.0,2.42,73.61,2.59,0.443,0,0,0,1.0,0.0,1287,2753,4040,38.73,ok,,,1
HumanEval/155,actor_critic,gemma-4-4b:scot,0,0,0,0,0,13.04,0.0,0.0,3.0,94.06,1.45,0.53,0,0,0,1.0,0.0,406,706,1112,10.37,ok,,,1
HumanEval/163,baseline,gemma-4-4b:few_shot,5,2,0,7,0.714,93.75,100.0,0.0,2.25,81.26,2.73,0.449,8,0,3,0.0,0.6,341,447,788,6.28,ok,,,1
HumanEval/151,adversarial,gemma-4-4b:zero_shot,17,1,0,18,0.944,72.73,50.0,0.0,2.5,81.74,3.0,0.467,6,2,4,0.0,0.683,410,826,1236,14.72,ok,,,1
HumanEval/145,actor_critic,gemma-4-4b:few_shot,0,0,0,0,0,12.5,0.0,0.0,2.0,92.84,0.9,0.62,0,0,0,1.0,0.0,607,874,1481,12.44,ok,,,1
HumanEval/155,baseline,gemma-4-4b:scot,0,0,0,0,0,13.04,0.0,0.0,3.0,93.65,1.45,0.547,0,0,0,1.0,0.0,206,617,823,8.38,ok,,,1
HumanEval/151,hybrid,gemma-4-4b:few_shot,9,1,0,10,0.9,77.63,58.33,0.0,3.77,59.11,4.6,0.304,28,2,3,0.0,0.733,1380,2681,4061,37.8,ok,,,1
HumanEval/156,actor_critic,gemma-4-4b:scot,0,0,0,0,0,13.33,0.0,0.0,5.0,83.94,1.47,0.373,0,0,0,1.0,0.0,3479,3766,7245,51.75,ok,,,1
HumanEval/160,consensus,gemma-4-4b:few_shot,0,0,0,0,0,21.05,0.0,0.0,2.0,64.29,1.08,0.948,0,0,0,1.0,0.0,4669,4094,8763,60.65,ok,,,1
HumanEval/141,actor_critic,gemma-4-4b:few_shot,7,2,0,9,0.778,55.91,34.62,0.0,4.3,62.32,3.18,0.426,25,1,3,0.0,0.692,3320,2366,13546,13.89,ok,,,1
HumanEval/161,actor_critic,gemma-4-4b:few_shot,6,3,0,9,0.667,76.6,60.0,0.0,2.2,77.01,2.05,0.417,9,1,3,0.0,0.667,789,418,1207,7.01,ok,,,1
HumanEval/149,baseline,gemma-4-4b:zero_shot,8,5,0,13,0.615,68.0,66.67,0.0,2.5,94.22,2.0,0.579,2,0,4,0.0,0.5,252,577,829,8.03,ok,,,1
HumanEval/143,baseline,gemma-4-4b:few_shot,4,3,0,7,0.571,93.02,100.0,0.0,2.12,79.79,2.2,0.524,6,1,3,0.0,0.592,390,498,888,7.15,ok,,,1
HumanEval/146,hybrid,gemma-4-4b:zero_shot,0,0,1,1,0.0,,,0.0,0,0,0,0.178,0,0,0,1.0,0.0,2411,4118,8139,46.64,ok,,,1
HumanEval/156,baseline,gemma-4-4b:zero_shot,5,40,0,45,0.111,62.07,75.0,0.0,3.0,78.93,3.84,0.29,2,1,4,0.0,0.542,172,777,949,10.51,ok,,,1
HumanEval/150,adversarial,gemma-4-4b:scot,0,0,0,0,0,16.67,0.0,0.0,4.0,95.04,1.4,0.65,0,0,0,1.0,0.0,381,1168,1549,18.84,ok,,,1
HumanEval/154,adversarial,gemma-4-4b:few_shot,18,0,0,18,1.0,81.82,50.0,0.0,2.52,60.21,4.41,0.259,31,3,3,0.0,0.775,558,1149,1707,21.02,ok,,,1
HumanEval/153,hybrid,gemma-4-4b:scot,10,2,0,12,0.833,72.41,70.0,0.0,3.5,80.16,2.15,0.542,2,0,4,0.0,0.5,1805,2924,4729,40.73,ok,,,1
