task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/150,adversarial,gemma-31b:few_shot,15,0,0,15,1.0,100.0,100.0,0.5,4.33,73.38,4.6,0.058,34,3,4,0.0,0.825,1482,2129,42299
HumanEval/151,baseline,gemma-31b:few_shot,6,2,0,8,0.75,100.0,100.0,1.0,2.38,80.68,1.6,0.21,11,1,3,0.0,0.692,380,472,1424
HumanEval/152,coa,gemma-31b:scot,8,0,0,8,1.0,96.15,96.0,0.0,2.0,79.21,2.23,0.028,13,1,3,0.111,0.664,854,1183,3869
HumanEval/161,baseline,gemma-31b:scot,16,0,0,16,1.0,100.0,100.0,0.667,2.0,92.76,2.05,0.028,2,0,4,0.0,0.5,248,873,1605
HumanEval/161,baseline,gemma-31b:few_shot,10,0,0,10,1.0,100.0,100.0,0.667,2.5,50.91,1.32,0.078,15,1,3,0.0,0.692,2750,5010,18096
HumanEval/141,hybrid,gemma-31b:zero_shot,42,1,0,43,0.977,65.45,44.44,1.0,3.0,77.04,4.09,0.246,6,1,4,0.0,0.642,1947,1343,3974
HumanEval/156,soa,gemma-31b:cot,27,1,0,28,0.964,100.0,100.0,1.0,2.33,63.65,2.32,0.044,5,0,4,0.0,0.575,639,1515,8177
HumanEval/160,coa,gemma-31b:scot,7,2,0,9,0.778,100.0,100.0,1.0,1.67,83.94,1.65,0.029,14,1,4,0.0,0.742,731,1172,6676
HumanEval/154,actor_critic,gemma-31b:cot,28,1,0,29,0.966,100.0,100.0,1.0,2.0,100.0,2.47,0.063,2,0,4,0.0,0.5,858,865,4551
HumanEval/158,baseline,gemma-31b:scot,10,1,0,11,0.909,100.0,100.0,1.0,2.75,77.64,3.53,0.058,16,2,5,0.0,0.833,543,1707,3339
HumanEval/162,adversarial,gemma-31b:few_shot,9,1,0,10,0.9,93.33,100.0,1.0,1.83,83.6,3.64,0.127,8,2,5,0.0,0.783,308,483,1230
HumanEval/143,swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,1.0,2.0,79.74,0.45,0.079,2,0,4,0.0,0.5,831,1143,9408
HumanEval/147,soa,gemma-31b:zero_shot,20,2,0,22,0.909,100.0,100.0,1.0,2.0,96.16,2.76,0.063,4,0,4,0.0,0.55,231,614,3468
HumanEval/152,competitive,gemma-31b:scot,10,0,0,10,1.0,100.0,100.0,0.0,2.0,81.86,1.15,0.064,2,0,4,0.0,0.5,761,1315,4127
HumanEval/145,consensus,gemma-31b:few_shot,27,6,0,33,0.818,92.31,100.0,1.0,2.33,84.5,3.2,0.061,2,0,4,0.0,0.5,4007,2690,11870
HumanEval/149,adversarial,gemma-31b:cot,15,0,0,15,1.0,100.0,100.0,1.0,2.0,91.69,2.67,0.047,1,0,4,0.0,0.475,1075,2528,11152
HumanEval/148,soa,gemma-31b:few_shot,0,0,1,1,0.0,,,1.0,2.5,94.57,1.81,0.034,5,0,4,0.0,0.575,919,3536,6913
HumanEval/143,consensus,gemma-31b:zero_shot,22,0,0,22,1.0,100.0,100.0,0.333,2.0,89.45,2.15,0.026,3,0,4,0.0,0.525,2608,736,5261
HumanEval/143,adversarial,gemma-31b:few_shot,10,1,0,11,0.909,100.0,100.0,1.0,2.75,75.0,3.0,0.035,14,0,4,0.0,0.7,771,1470,5585
HumanEval/156,hybrid,gemma-31b:zero_shot,37,0,0,37,1.0,83.33,100.0,0.0,2.4,67.58,5.79,0.098,0,0,0,1.0,0.0,1953,1214,3998
HumanEval/147,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,16.67,0.0,1.0,1.0,53.58,1.82,0.534,0,0,0,1.0,0.0,995,598,7690
HumanEval/140,competitive,gemma-31b:scot,15,0,0,15,1.0,100.0,100.0,0.5,2.0,81.86,1.43,0.028,2,0,4,0.0,0.5,178,211,1348
HumanEval/158,hybrid,gemma-31b:scot,25,2,0,27,0.926,100.0,100.0,1.0,2.0,81.55,6.0,0.045,0,0,0,1.0,0.0,2103,1635,4822
HumanEval/154,consensus,gemma-31b:cot,0,0,0,0,0.0,11.11,0.0,1.0,0.0,100.0,0.0,0.0,0,0,0,1.0,0.0,5598,1482,42530
HumanEval/160,soa,gemma-31b:scot,23,1,0,24,0.958,100.0,100.0,1.0,2.0,98.68,1.54,0.022,6,1,4,0.0,0.642,436,1213,3334
HumanEval/139,actor_critic,gemma-31b:few_shot,6,1,0,7,0.857,85.19,100.0,1.0,1.33,74.08,1.8,0.072,8,2,5,0.0,0.783,2579,1011,9170
HumanEval/161,adversarial,gemma-31b:zero_shot,27,0,0,27,1.0,71.79,60.0,0.0,2.75,81.24,3.05,0.035,2,0,4,0.0,0.5,547,803,5929
HumanEval/148,baseline,gemma-31b:zero_shot,26,2,0,28,0.929,100.0,100.0,1.0,3.5,92.23,2.24,0.041,6,0,4,0.0,0.6,481,774,3079
HumanEval/143,baseline,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.333,2.0,83.7,1.7,0.025,7,0,3,0.0,0.575,796,1727,4811
HumanEval/139,actor_critic,gemma-31b:scot,10,3,0,13,0.769,100.0,100.0,1.0,1.33,97.51,1.93,0.095,6,0,5,0.0,0.65,3040,2892,12204
HumanEval/140,consensus,gemma-31b:zero_shot,42,0,0,42,1.0,100.0,100.0,0.5,2.0,100.0,4.43,0.017,1,0,4,0.0,0.475,1304,795,3789
HumanEval/149,self_healing,gemma-31b:cot,0,0,0,0,0.0,21.43,0.0,1.0,3.0,49.64,0.95,0.761,0,0,0,1.0,0.0,1204,813,7990
HumanEval/152,swarm,gemma-31b:cot,1,0,0,1,1.0,100.0,100.0,0.0,2.0,81.86,0.31,0.093,1,1,3,0.0,0.467,907,1548,6719
HumanEval/143,coa,gemma-31b:cot,7,0,0,7,1.0,86.67,87.0,0.667,2.33,81.14,1.95,0.025,10,0,3,0.0,0.65,650,656,3431
HumanEval/146,hybrid,gemma-31b:cot,24,0,0,24,1.0,100.0,100.0,0.75,2.25,88.56,3.69,0.034,4,0,4,0.0,0.55,2990,5477,14750
HumanEval/144,consensus,gemma-31b:scot,54,0,0,54,1.0,100.0,100.0,0.5,2.0,100.0,5.08,0.064,2,0,4,0.0,0.5,1869,1978,8012
HumanEval/141,coa,gemma-31b:few_shot,9,0,0,9,1.0,100.0,100.0,0.5,2.89,74.64,2.23,0.038,18,1,4,0.0,0.742,287,110,3955
HumanEval/162,hybrid,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.25,2.4,68.33,6.36,0.02,0,0,0,1.0,0.0,2564,2955,8591
HumanEval/163,hybrid,gemma-31b:cot,38,0,0,38,1.0,100.0,100.0,0.75,2.67,91.28,6.18,0.036,7,0,4,0.0,0.625,1913,1835,14264
HumanEval/145,adversarial,gemma-31b:scot,15,0,0,15,1.0,100.0,100.0,0.0,2.0,90.1,2.8,0.054,2,0,4,0.0,0.5,1653,2902,17745
HumanEval/140,baseline,gemma-31b:zero_shot,19,0,0,19,1.0,100.0,100.0,0.5,2.0,100.0,2.14,0.018,2,0,4,0.0,0.5,169,359,1146
HumanEval/162,swarm,gemma-31b:scot,1,0,0,1,1.0,61.54,50.0,0.25,2.0,79.74,0.45,0.341,1,1,3,0.0,0.467,473,284,2311
HumanEval/152,consensus,gemma-31b:zero_shot,17,0,0,17,1.0,100.0,100.0,0.0,2.5,88.28,2.54,0.025,2,0,4,0.0,0.5,4024,4535,15725
HumanEval/161,hybrid,gemma-31b:scot,31,0,0,31,1.0,100.0,100.0,0.667,2.71,74.94,4.95,0.036,7,0,4,0.0,0.625,1669,1638,4277
HumanEval/156,consensus,gemma-31b:scot,46,1,0,47,0.979,100.0,100.0,1.0,2.5,84.54,3.26,0.07,3,0,4,0.0,0.525,3478,5820,14641
HumanEval/142,soa,gemma-31b:zero_shot,12,0,0,12,1.0,100.0,100.0,0.6,2.5,79.33,2.42,0.035,11,2,4,0.0,0.783,1719,1780,11648
HumanEval/152,hybrid,gemma-31b:zero_shot,19,0,0,19,1.0,96.77,97.0,0.0,2.43,78.48,5.23,0.028,0,0,0,1.0,0.0,1975,1071,3676
HumanEval/152,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,68.96,0.62,0.029,3,2,3,0.333,0.475,4732,2770,15797
HumanEval/159,soa,gemma-31b:scot,16,0,0,16,1.0,100.0,100.0,0.2,2.0,100.0,0.9,0.054,2,0,4,0.0,0.5,853,1217,3986
HumanEval/152,self_healing,gemma-31b:zero_shot,13,0,0,13,1.0,96.3,96.0,0.0,2.2,78.93,3.23,0.532,18,2,4,0.0,0.783,1626,978,9921
HumanEval/153,baseline,gemma-31b:zero_shot,11,0,0,11,1.0,97.44,83.33,0.4,2.38,78.71,1.56,0.042,15,0,4,0.0,0.7,2872,4221,12283
HumanEval/147,actor_critic,gemma-31b:few_shot,9,1,0,10,0.9,80.0,66.67,1.0,2.0,75.62,3.59,0.153,2,0,4,0.0,0.5,3968,4364,22163
HumanEval/151,soa,gemma-31b:scot,12,2,0,14,0.857,100.0,100.0,1.0,2.0,100.0,1.47,0.092,3,0,4,0.0,0.525,1053,1030,5751
HumanEval/144,hybrid,gemma-31b:scot,28,0,0,28,1.0,100.0,100.0,0.5,4.17,77.02,5.62,0.069,0,0,0,1.0,0.0,3732,2956,10790
HumanEval/150,consensus,gemma-31b:few_shot,31,0,0,31,1.0,100.0,100.0,0.5,3.33,74.84,5.0,0.042,7,1,4,0.0,0.667,2145,828,4493
HumanEval/143,consensus,gemma-31b:cot,21,0,0,21,1.0,100.0,100.0,0.667,2.25,88.29,2.3,0.027,4,0,4,0.0,0.55,3631,1592,10821
HumanEval/146,atomic_swarm,gemma-31b:few_shot,3,0,0,3,1.0,100.0,100.0,0.5,2.67,63.87,0.77,0.06,4,1,3,0.0,0.542,358,643,4066
HumanEval/141,swarm,gemma-31b:few_shot,2,0,0,2,1.0,83.33,60.0,0.25,2.0,81.86,0.32,0.028,2,0,4,0.0,0.5,1050,936,5834
HumanEval/150,baseline,gemma-31b:few_shot,4,0,0,4,1.0,100.0,100.0,0.5,4.75,74.31,3.1,0.115,27,2,3,0.0,0.733,2454,2338,7434
HumanEval/158,coa,gemma-31b:zero_shot,7,1,0,8,0.875,100.0,100.0,1.0,2.25,84.39,2.0,0.039,10,2,3,0.0,0.733,538,435,4400
HumanEval/151,consensus,gemma-31b:zero_shot,13,4,0,17,0.765,100.0,100.0,1.0,2.0,93.73,2.07,0.065,2,0,4,0.0,0.5,2165,695,4733
HumanEval/152,soa,gemma-31b:scot,12,0,0,12,1.0,100.0,100.0,0.0,2.0,75.37,2.08,0.036,2,0,4,0.0,0.5,469,521,1906
HumanEval/160,actor_critic,gemma-31b:cot,22,3,0,25,0.88,62.32,100.0,1.0,2.44,70.96,4.27,0.022,47,3,6,0.0,0.875,2052,1609,8063
HumanEval/163,actor_critic,gemma-31b:cot,11,2,0,13,0.846,94.59,95.0,1.0,2.46,62.26,4.55,0.091,22,1,3,0.0,0.692,916,2,3056
HumanEval/143,self_healing,gemma-31b:scot,15,0,0,15,1.0,94.34,100.0,0.0,2.43,71.44,3.85,0.325,13,0,4,0.0,0.7,1348,1543,10258
HumanEval/163,hybrid,gemma-31b:scot,28,0,0,28,1.0,100.0,100.0,0.75,2.67,92.47,5.45,0.028,6,0,4,0.0,0.6,3315,5848,50781
HumanEval/139,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,16.0,0.0,1.0,4.0,92.79,1.27,0.68,0,0,0,1.0,0.0,719,185,2151
HumanEval/156,atomic_swarm,gemma-31b:scot,2,1,0,3,0.667,100.0,100.0,1.0,1.67,69.77,0.53,0.083,3,1,4,0.0,0.567,1242,1211,13201
HumanEval/145,adversarial,gemma-31b:cot,14,2,0,16,0.875,97.3,100.0,1.0,2.33,79.3,3.8,0.052,0,0,0,1.0,0.0,408,2879,12312
HumanEval/147,hybrid,gemma-31b:zero_shot,17,0,0,17,1.0,86.96,75.0,0.0,2.5,72.98,4.59,0.159,0,0,0,1.0,0.0,4031,3348,13076
HumanEval/146,consensus,gemma-31b:cot,19,0,0,19,1.0,100.0,100.0,0.5,2.0,95.31,2.77,0.043,2,0,4,0.0,0.5,3173,924,7540
HumanEval/156,swarm,gemma-31b:few_shot,2,0,0,2,1.0,100.0,100.0,0.333,2.0,79.74,0.42,0.046,2,0,4,0.0,0.5,181,79,754
HumanEval/145,soa,gemma-31b:zero_shot,10,0,0,10,1.0,100.0,100.0,0.0,2.57,74.29,2.9,0.038,10,1,4,0.0,0.742,1641,4470,24846
HumanEval/159,coa,gemma-31b:scot,7,1,0,8,0.875,100.0,100.0,1.0,2.12,76.72,1.1,0.07,17,2,4,0.0,0.783,364,194,1876
HumanEval/147,adversarial,gemma-31b:scot,111,0,0,111,1.0,100.0,100.0,0.25,2.12,76.61,3.0,0.053,0,0,0,1.0,0.0,815,1952,9231
HumanEval/154,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,9.09,0.0,1.0,4.0,92.72,1.06,0.81,0,0,0,1.0,0.0,1775,214,5944
HumanEval/145,actor_critic,gemma-31b:cot,8,2,0,10,0.8,100.0,100.0,1.0,2.6,70.65,3.1,0.132,16,2,3,0.0,0.733,1165,2,2279
HumanEval/160,hybrid,gemma-31b:zero_shot,30,2,0,32,0.938,85.11,50.0,1.0,1.8,74.99,3.54,0.146,0,0,0,1.0,0.0,3994,3400,10780
HumanEval/158,actor_critic,gemma-31b:cot,5,1,0,6,0.833,94.74,100.0,1.0,4.17,76.36,3.0,0.047,19,2,3,0.0,0.733,905,255,3908
HumanEval/139,soa,gemma-31b:zero_shot,9,3,0,12,0.75,100.0,100.0,1.0,1.67,76.75,3.0,0.054,6,0,5,0.0,0.65,285,528,1615
HumanEval/160,swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.0,2.0,100.0,0.62,0.088,2,0,4,0.0,0.5,539,280,1289
HumanEval/153,soa,gemma-31b:zero_shot,12,0,0,12,1.0,97.56,83.33,0.4,2.62,78.5,1.74,0.041,17,0,4,0.0,0.7,1026,1013,3373
HumanEval/162,soa,gemma-31b:zero_shot,0,0,1,1,0.0,,,1.0,1.78,77.04,4.18,0.085,9,2,5,0.0,0.808,973,3252,8433
HumanEval/142,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.6,1.67,65.84,0.53,0.048,3,3,4,0.0,0.65,1699,897,11561
HumanEval/160,consensus,gemma-31b:cot,15,0,0,15,1.0,100.0,100.0,0.0,5.12,63.21,2.73,0.034,41,1,4,0.0,0.742,2890,1485,6589
HumanEval/156,competitive,gemma-31b:cot,24,1,0,25,0.96,100.0,100.0,1.0,2.0,73.15,1.68,0.047,3,0,4,0.0,0.525,3071,1808,7723
HumanEval/143,self_healing,gemma-31b:cot,0,0,0,0,0.0,13.64,0.0,1.0,3.0,81.36,1.35,0.809,0,0,0,1.0,0.0,1659,266,3542
HumanEval/162,coa,gemma-31b:cot,3,3,0,6,0.5,96.88,100.0,1.0,1.57,78.45,2.36,0.075,6,2,4,0.143,0.648,656,383,5267
HumanEval/160,coa,gemma-31b:zero_shot,7,2,0,9,0.778,100.0,100.0,1.0,2.0,80.62,1.81,0.028,21,1,4,0.0,0.742,273,172,1518
HumanEval/142,competitive,gemma-31b:cot,12,1,0,13,0.923,100.0,100.0,1.0,2.0,86.93,1.95,0.032,2,1,4,0.0,0.542,772,1214,4438
HumanEval/156,competitive,gemma-31b:few_shot,27,1,0,28,0.964,91.67,92.0,1.0,2.0,89.12,2.79,0.036,5,0,4,0.0,0.575,320,1137,3163
HumanEval/163,coa,gemma-31b:cot,9,0,0,9,1.0,100.0,100.0,0.75,2.33,78.4,3.55,0.137,11,0,4,0.0,0.7,1191,855,10498
HumanEval/146,actor_critic,gemma-31b:few_shot,7,0,0,7,1.0,100.0,100.0,0.5,2.14,79.66,3.08,0.098,7,1,3,0.0,0.617,1273,739,8527
HumanEval/140,coa,gemma-31b:cot,9,0,0,9,1.0,100.0,100.0,0.0,2.89,77.1,3.07,0.013,14,1,3,0.0,0.692,170,198,1378
HumanEval/152,swarm,gemma-31b:scot,2,0,0,2,1.0,100.0,100.0,0.0,2.0,66.54,0.85,0.041,1,1,3,0.0,0.467,408,325,2233
HumanEval/151,atomic_swarm,gemma-31b:zero_shot,1,2,0,3,0.333,100.0,100.0,1.0,2.33,65.84,0.6,0.238,4,1,3,0.0,0.542,1696,1200,11668
HumanEval/152,actor_critic,gemma-31b:few_shot,10,1,0,11,0.909,95.56,96.0,1.0,2.36,65.17,4.69,0.023,24,4,5,0.0,0.917,2469,1902,7502
HumanEval/149,competitive,gemma-31b:cot,11,0,0,11,1.0,100.0,100.0,1.0,1.5,100.0,1.67,0.023,2,0,4,0.0,0.5,951,670,4616
HumanEval/161,self_healing,gemma-31b:zero_shot,0,0,0,0,0.0,15.79,0.0,1.0,3.0,85.18,0.79,0.749,0,0,0,1.0,0.0,563,154,1981
HumanEval/148,actor_critic,gemma-31b:cot,37,0,0,37,1.0,100.0,100.0,0.5,2.0,100.0,2.62,0.036,2,0,4,0.0,0.5,1970,1309,7580
HumanEval/154,swarm,gemma-31b:few_shot,2,0,0,2,1.0,75.0,62.5,0.5,2.0,74.61,0.35,0.146,3,0,3,0.0,0.475,538,108,4273
HumanEval/157,baseline,gemma-31b:cot,24,3,0,27,0.889,100.0,100.0,1.0,3.0,95.63,4.64,0.038,8,0,4,0.0,0.65,764,816,6899
HumanEval/161,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.667,3.5,69.29,1.84,0.093,16,1,3,0.0,0.692,673,398,3483
HumanEval/162,consensus,gemma-31b:scot,0,0,1,1,0.0,,,1.0,1.71,53.97,3.55,0.061,7,2,5,0.0,0.758,2375,1437,10380
HumanEval/144,soa,gemma-31b:scot,22,0,0,22,1.0,100.0,100.0,0.0,2.0,100.0,2.54,0.082,2,0,4,0.0,0.5,883,1484,12054
HumanEval/159,competitive,gemma-31b:scot,12,0,0,12,1.0,100.0,100.0,0.2,2.0,100.0,0.59,0.045,2,0,4,0.0,0.5,371,395,1413
HumanEval/150,actor_critic,gemma-31b:scot,17,0,0,17,1.0,100.0,100.0,0.5,2.6,84.77,4.4,0.052,14,1,4,0.0,0.742,1436,1794,8076
HumanEval/162,adversarial,gemma-31b:scot,15,0,0,15,1.0,100.0,100.0,0.25,2.11,74.05,5.27,0.077,0,0,0,1.0,0.0,1750,1989,6204
HumanEval/139,hybrid,gemma-31b:zero_shot,17,0,0,17,1.0,86.27,80.0,0.0,2.25,72.49,3.53,0.126,0,0,0,1.0,0.0,2336,2869,9126
HumanEval/157,swarm,gemma-31b:cot,2,1,0,3,0.667,100.0,100.0,1.0,2.0,100.0,1.18,0.053,1,0,4,0.0,0.475,957,336,2606
HumanEval/145,atomic_swarm,gemma-31b:few_shot,2,1,0,3,0.667,82.61,50.0,1.0,1.67,69.77,0.5,0.016,3,1,4,0.0,0.567,414,259,5451
HumanEval/149,actor_critic,gemma-31b:zero_shot,12,0,0,12,1.0,82.22,0.0,0.0,2.0,70.71,2.67,0.073,11,2,4,0.0,0.783,1577,116,9619
HumanEval/140,actor_critic,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.25,2.0,100.0,3.71,0.027,2,0,4,0.0,0.5,654,2,2070
HumanEval/144,baseline,gemma-31b:cot,21,0,0,21,1.0,100.0,100.0,0.0,2.0,100.0,2.77,0.042,2,0,4,0.0,0.5,266,660,1830
HumanEval/151,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,25.0,0.0,1.0,1.0,100.0,0.33,0.29,0,0,0,1.0,0.0,1768,1307,4899
HumanEval/150,baseline,gemma-31b:zero_shot,13,0,0,13,1.0,100.0,100.0,0.5,2.0,100.0,2.4,0.059,2,0,4,0.0,0.5,150,421,1701
HumanEval/160,adversarial,gemma-31b:few_shot,8,1,0,9,0.889,94.87,100.0,1.0,3.33,76.94,2.23,0.036,28,1,5,0.0,0.792,956,1616,9737
HumanEval/162,swarm,gemma-31b:cot,1,0,0,1,1.0,61.54,50.0,0.25,2.0,81.86,0.36,0.124,1,1,3,0.0,0.467,161,37,572
HumanEval/152,adversarial,gemma-31b:zero_shot,16,0,0,16,1.0,97.3,100.0,0.0,1.86,77.21,5.0,0.036,0,0,0,1.0,0.0,280,906,2013
HumanEval/159,soa,gemma-31b:few_shot,18,0,0,18,1.0,100.0,100.0,0.2,2.0,100.0,1.0,0.046,2,0,4,0.0,0.5,1357,2700,8316
HumanEval/158,competitive,gemma-31b:zero_shot,14,1,0,15,0.933,100.0,100.0,1.0,1.8,91.59,2.13,0.074,4,1,5,0.0,0.642,1139,1207,5553
HumanEval/147,coa,gemma-31b:scot,8,1,0,9,0.889,100.0,100.0,1.0,2.44,78.06,3.06,0.038,7,0,3,0.0,0.575,799,1064,8155
HumanEval/154,soa,gemma-31b:cot,21,4,0,25,0.84,100.0,100.0,1.0,2.0,100.0,2.18,0.052,2,0,4,0.0,0.5,188,425,993
HumanEval/150,actor_critic,gemma-31b:cot,24,1,0,25,0.96,100.0,100.0,1.0,1.5,100.0,3.9,0.031,6,0,5,0.0,0.65,1833,3759,13633
HumanEval/158,soa,gemma-31b:scot,17,2,0,19,0.895,100.0,100.0,1.0,2.0,91.31,2.87,0.065,6,1,5,0.0,0.692,361,953,2651
HumanEval/146,coa,gemma-31b:few_shot,8,1,0,9,0.889,100.0,100.0,1.0,2.11,80.55,3.23,0.037,9,1,3,0.111,0.639,437,181,3797
HumanEval/157,hybrid,gemma-31b:zero_shot,30,1,0,31,0.968,95.65,96.0,1.0,1.75,86.08,6.82,0.235,12,1,5,0.0,0.792,2371,1485,6369
HumanEval/144,coa,gemma-31b:few_shot,8,0,0,8,1.0,100.0,100.0,0.25,2.88,79.58,3.23,0.039,24,0,3,0.0,0.65,1358,3061,9139
HumanEval/140,hybrid,gemma-31b:scot,26,1,0,27,0.963,100.0,100.0,1.0,2.6,77.65,5.0,0.064,7,1,4,0.0,0.667,1507,1400,3868
HumanEval/155,competitive,gemma-31b:scot,13,0,0,13,1.0,100.0,100.0,0.4,2.0,81.86,1.64,0.142,2,0,4,0.0,0.5,1643,1633,4657
HumanEval/157,consensus,gemma-31b:zero_shot,32,6,0,38,0.842,100.0,100.0,1.0,2.33,88.57,5.36,0.06,7,0,4,0.0,0.625,2892,1789,11395
HumanEval/153,consensus,gemma-31b:scot,19,0,0,19,1.0,96.55,83.33,0.6,2.5,88.04,1.59,0.067,4,0,4,0.0,0.55,2508,908,5150
HumanEval/140,baseline,gemma-31b:cot,27,0,0,27,1.0,100.0,100.0,0.25,2.0,100.0,3.21,0.044,2,0,4,0.0,0.5,641,1111,4311
HumanEval/143,self_healing,gemma-31b:few_shot,0,0,0,0,0.0,13.64,0.0,1.0,4.0,72.88,1.55,0.691,0,0,0,1.0,0.0,776,341,7219
HumanEval/149,atomic_swarm,gemma-31b:zero_shot,3,0,0,3,1.0,100.0,100.0,0.75,2.0,69.94,0.38,0.023,3,1,3,0.0,0.517,1387,2147,10479
HumanEval/141,swarm,gemma-31b:scot,3,0,0,3,1.0,75.0,50.0,0.5,2.0,79.74,0.41,0.038,2,0,4,0.0,0.5,1575,627,7514
HumanEval/148,baseline,gemma-31b:scot,24,0,0,24,1.0,100.0,100.0,0.25,3.33,88.63,2.33,0.052,7,0,4,0.0,0.625,345,1040,2043
HumanEval/148,adversarial,gemma-31b:scot,22,0,0,22,1.0,92.31,100.0,0.25,3.0,91.14,2.62,0.022,8,0,5,0.0,0.7,1316,3800,10906
HumanEval/152,coa,gemma-31b:zero_shot,8,0,0,8,1.0,96.15,96.0,0.0,2.0,70.07,2.23,0.021,11,2,3,0.0,0.733,580,1456,3476
HumanEval/151,baseline,gemma-31b:zero_shot,12,2,0,14,0.857,95.24,100.0,1.0,2.0,93.27,2.27,0.094,2,0,4,0.0,0.5,955,908,5089
HumanEval/161,competitive,gemma-31b:scot,17,1,0,18,0.944,100.0,100.0,1.0,2.0,94.1,1.21,0.078,2,0,4,0.0,0.5,178,266,865
HumanEval/139,hybrid,gemma-31b:few_shot,11,3,0,14,0.786,100.0,100.0,1.0,1.33,98.49,1.8,0.028,6,0,5,0.0,0.65,1774,1148,5990
HumanEval/143,hybrid,gemma-31b:cot,31,0,0,31,1.0,100.0,100.0,0.667,2.0,92.86,3.25,0.026,3,0,4,0.0,0.525,2405,1040,6384
HumanEval/162,adversarial,gemma-31b:zero_shot,13,1,0,14,0.929,85.11,66.67,1.0,2.0,74.9,5.64,0.071,6,1,5,0.0,0.692,1317,2789,11334
HumanEval/162,swarm,gemma-31b:few_shot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,72.82,0.91,0.121,3,1,4,0.0,0.567,221,165,1020
HumanEval/158,baseline,gemma-31b:few_shot,6,0,0,6,1.0,100.0,100.0,0.667,2.83,85.43,1.87,0.1,11,1,3,0.0,0.692,353,460,1725
HumanEval/153,swarm,gemma-31b:scot,3,0,0,3,1.0,96.88,83.33,0.4,2.0,68.93,1.56,0.095,0,0,3,0.0,0.4,861,647,3554
HumanEval/139,consensus,gemma-31b:cot,8,2,0,10,0.8,89.74,100.0,1.0,2.2,67.12,2.67,0.066,11,1,5,0.0,0.792,1945,1203,5629
HumanEval/140,self_healing,gemma-31b:cot,0,0,0,0,0.0,36.36,0.0,1.0,2.0,63.5,0.86,0.779,0,0,0,1.0,0.0,655,164,2814
HumanEval/148,coa,gemma-31b:zero_shot,7,1,0,8,0.875,100.0,100.0,1.0,3.25,76.54,2.14,0.038,16,1,3,0.0,0.692,267,260,1170
HumanEval/161,competitive,gemma-31b:zero_shot,14,1,0,15,0.933,100.0,100.0,1.0,2.0,81.86,1.05,0.108,2,0,4,0.0,0.5,1790,2449,9858
HumanEval/163,competitive,gemma-31b:few_shot,15,0,0,15,1.0,100.0,100.0,0.75,2.0,100.0,1.82,0.05,2,0,4,0.0,0.5,1098,1174,6427
HumanEval/159,hybrid,gemma-31b:few_shot,0,0,0,0,0.0,37.5,0.0,1.0,1.0,100.0,0.34,0.054,0,0,0,1.0,0.0,5147,4178,17241
HumanEval/159,actor_critic,gemma-31b:zero_shot,14,0,0,14,1.0,77.27,50.0,0.0,2.67,89.5,1.41,0.405,3,0,4,0.0,0.525,5843,4180,20237
HumanEval/162,consensus,gemma-31b:cot,12,1,0,13,0.923,88.89,100.0,1.0,1.83,62.31,3.82,0.026,9,2,5,0.0,0.808,2365,1721,5832
HumanEval/157,atomic_swarm,gemma-31b:zero_shot,1,2,0,3,0.333,100.0,100.0,1.0,2.0,69.94,0.73,0.151,4,1,3,0.333,0.458,294,596,3265
HumanEval/156,self_healing,gemma-31b:few_shot,39,0,0,39,1.0,70.97,100.0,0.0,2.67,85.5,3.95,0.272,3,0,4,0.0,0.525,775,796,5078
HumanEval/144,actor_critic,gemma-31b:cot,46,3,0,49,0.939,100.0,100.0,1.0,1.25,93.89,7.23,0.037,7,0,5,0.0,0.675,3638,2909,12989
HumanEval/161,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.333,2.0,69.94,0.42,0.217,2,1,3,0.333,0.408,165,21,1996
HumanEval/150,actor_critic,gemma-31b:zero_shot,17,0,0,17,1.0,86.36,100.0,0.0,3.0,91.29,3.7,0.197,2,0,4,0.0,0.5,1774,3847,12772
HumanEval/140,atomic_swarm,gemma-31b:scot,3,0,0,3,1.0,100.0,100.0,0.5,2.0,69.94,0.57,0.05,3,1,3,0.0,0.517,477,1180,5374
